char,division,code,division_tw,code_tw,region
嗢,口日皿,LJUm,口囗人皿,LWRU,GBK
嗧,力口人冊,SLRC,,,GBK
嗩,口小貝,LIJb,,,GBK
嗭,十且口匕,GJLN,,,GBK
嗮,口日西,LJPx,,,GBK
嗰,口亻囗古,LEWJ,,,GBK
嗱,口合手,LRFs,,,GBK
嗴,口羊乚厶,LQEN,口羊儿厶,LQWN,GBK
嗶,口日卄,LJSA,口田龷十,LVSG,GBK
嗸,龶勹夊口,HWTL,士方夊口,HTTL,GBK
嗹,口車辶,LDOc,,,GBK
嗺,口山隹,LUEh,,,GBK
嗻,口广廿灬,LMSI,,,GBK
嗼,口艹日大,LSJO,,,GBK
嗿,口人丶貝,LRKJ,口人一貝,LRFJ,GBK
嘂,口口丩口,LLWL,,,GBK
嘃,口广肀月,LMBW,,,GBK
嘄,口木,LDAm,,,GBK
嘅,口彐厶儿,LBNW,口白匕儿,LDNW,GBK
嘆,口廿口夫,LSLO,,,GBK
嘇,口厶厶彡,LNNC,,,GBK
嘊,口山厂土,LUVH,,,GBK
嘋,口耂子夊,LHKT,,,GBK
嘍,口口十女,LLGC,,,GBK
嘐,口习习彡,LVVC,,,GBK
嘑,口虍丿𬺰,LUGH,,,GBK
嘒,口丰丰彐,LDDB,,,GBK
嘓,口囗戈一,LWKF,,,GBK
嘔,口匚口口,LHLL,,,GBK
嘕,口一止灬,LFPI,,,GBK
嘖,口龶貝,LHJb,,,GBK
嘗,尚匕日,INJr,,,GBK
嘙,口氵皮女,LNBC,,,GBK
嘚,口彳日寸,LCJH,,,GBK
嘜,口來夊,LATp,,,GBK
嘝,口⺈用十,LXSG,口⺈十,LXWG,GBK
嘠,口丆月戈,LVWK,,,GBK
嘡,口尚土,LIHt,,,GBK
嘢,口里予,LVKy,,,GBK
嘥,口彳止龰,LCPP,,,GBK
嘦,口八西女,LKPC,,,GBK
嘨,口彐米,LBQK,,,GBK
嘩,口艹一十,LSFG,口艹一,LSFA,GBK
嘪,口罒貝,LUJb,,,GBK
嘫,口月犬灬,LWHI,,,GBK
嘮,口火火力,LIIS,,,GBK
嘯,口肀片一,LBDF,,,GBK
嘰,口幺幺人,LNNR,,,GBK
嘳,口口丄貝,LLJJ,,,GBK
嘵,口土土兀,LHHL,,,GBK
嘷,口自冫十,LQIG,口自二十,LQIG,GBK
嘸,口𠂉卌灬,LGSI,,,GBK
嘺,口夭口口,LMLL,,,GBK
嘼,口口田口,LLVL,,,GBK
嘽,口口口十,LLLG,,,GBK
嘾,口西早,LPJz,,,GBK
噀,口巳巳八,LOOK,,,GBK
噁,口一心,LFKR,,,GBK
噂,口丷酉寸,LQPH,,,GBK
噃,口丿米田,LGQV,,,GBK
噄,口丰刀糸,LDMO,,,GBK
噅,口爪,LUGw,口丶,LKGw,GBK
噆,口匚儿日,LHWJ,,,GBK
噇,口立里,LKVl,,,GBK
噈,口小尤,LAIF,,,GBK
噉,口乛耳夊,LYLT,口丅耳夊,LJLT,GBK
噊,口予丿口,LKGL,,,GBK
噋,口子夊,LAKT,,,GBK
噏,口合习习,LRVV,,,GBK
噐,口口工口,LLPL,,,GBK
噑,口白冫十,LDIG,口白二十,LDIG,GBK
噒,口米夕ヰ,LQXA,,,GBK
噓,口虍丱一,LUWF,,,GBK
噕,爪口,UGLv,,,GBK
噖,口王王乛,LJJY,,,GBK
噚,口彐工寸,LBPH,,,GBK
噛,口止米凵,LPQW,,,GBK
噝,口糹糸,LOOs,,,GBK
噞,口僉,LRqⓥ,,,GBK
噟,广亻隹口,MEEL,,,GBK
噠,口土羊辶,LHQO,,,GBK
噡,口⺈厂言,LXVB,,,GBK
噣,口罒勹虫,LUWQ,,,GBK
噥,口冂龷辰,LCSM,,,GBK
噦,口止戊小,LPKI,,,GBK
噧,口艹禺,LSVy,,,GBK
噭,口白方夊,LDTT,,,GBK
噮,口罒一𧘇,LUFG,,,GBK
噯,口爪冖夊,LUXT,,,GBK
噰,口亠隹,LAKE,,,GBK
噲,口人一日,LRFJ,,,GBK
噳,口虍口大,LULO,,,GBK
噴,口十卄貝,LGSJ,,,GBK
噵,䒑自辶口,QQOL,,,GBK
噷,口立日欠,LKJX,,,GBK
噸,口七凵貝,LXWJ,,,GBK
噹,口尚田,LIVt,,,GBK
噺,口立木斤,LKAD,,,GBK
噽,壴口不一,HLGF,,,GBK
噾,口穴立日,LIKJ,,,GBK
噿,口习习十,LVVG,,,GBK
嚀,口宀心丁,LIRJ,,,GBK
嚁,口习习隹,LVVE,,,GBK
嚂,口臣皿,LHGU,口臣𠂉皿,LHGU,GBK
嚃,口罒水辶,LUNO,口罒冫辶,LUIO,GBK
嚄,口艹隹又,LSEB,口卝隹又,LSEB,GBK
嚇,口土八,LHKK,,,GBK
嚈,口厂日犬,LVJH,,,GBK
嚉,口业羊寸,LIQH,,,GBK
嚊,口自田丌,LQVL,,,GBK
嚋,口士乛寸,LHYH,,,GBK
嚌,口亠丷二,LAQI,,,GBK
嚍,口肀一皿,LBFU,,,GBK
嚐,口尚匕日,LINJ,,,GBK
嚑,口千黑,LMGh,,,GBK
嚒,口麻幺,LMNa,,,GBK
嚔,口十冖龰,LGXP,,,GBK
嚕,口魚日,LVJr,,,GBK
嚖,口丰丰心,LDDR,,,GBK
嚗,口日龷水,LJSN,,,GBK
嚘,口丆月夊,LVWT,,,GBK
嚙,口齒,LPcⓥ,,,GBK
嚚,口口臣口,LLHL,,,GBK
嚛,口白幺木,LDNA,,,GBK
嚜,口黑土,LGHt,,,GBK
嚝,口广龷八,LMSK,口广廿八,LMSK,GBK
嚞,士口士口,HLHL,,,GBK
嚟,口禾勹水,LMWN,,,GBK
嚠,口卯金刂,LKTM,,,GBK
嚡,口革土土,LSHH,,,GBK
嚢,十口冖𧘇,GLXG,,,GBK
嚤,口麻手,LMFs,,,GBK
嚥,口廿口灬,LSLI,,,GBK
嚦,口厂禾止,LVMP,,,GBK
嚧,口虍田皿,LUVU,,,GBK
嚨,口立月,LKWU,,,GBK
嚩,口糹甫寸,LONH,,,GBK
嚪,口門⺈臼,LDXD,,,GBK
嚫,口立木見,LKAJ,,,GBK
嚬,口止小貝,LPIJ,,,GBK
嚭,壴口不口,HLGL,,,GBK
嚮,丿丶向,KGKD,,,GBK
嚰,口麻石,LMVs,,,GBK
嚱,口虍一戈,LUFK,,,GBK
嚲,子口十,AKLG,,,GBK
嚳,臼乂乂口,DSSL,乂乂臼口,SSDL,GBK
嚴,口口厂夊,LLVT,,,GBK
嚵,口⺈口丶,LXLK,,,GBK
嚶,口貝貝女,LJJC,,,GBK
嚸,口黑卜口,LGUL,,,GBK
嚹,口缶虍𬺰,LJUH,,,GBK
嚺,口罒䒑辶,LUQO,,,GBK
嚻,口口丆口,LLVL,,,GBK
嚽,口龶勹貝,LHWJ,口士方貝,LHTJ,GBK
嚾,口艹口隹,LSLE,口卝口隹,LSLE,GBK
嚿,口艹隹臼,LSED,口卝隹臼,LSED,GBK
囀,口車寸,LDDH,,,GBK
囁,口耳耳耳,LLLL,,,GBK
囂,口口丆口,LLVL,,,GBK
囃,口亠人隹,LARE,,,GBK
囄,口文凵隹,LTWE,,,GBK
囅,口口日,LLJM,,,GBK
囆,口艹禺虫,LSVQ,,,GBK
囇,口一鹿,LFCM,,,GBK
囈,口艹土厶,LSHN,,,GBK
囉,口罒糹隹,LUOE,,,GBK
囋,口⺧儿貝,LPWJ,,,GBK
囌,口艹魚禾,LSVM,,,GBK
囍,壴口壴口,HLHL,,,GBK
囎,口貝丷日,LJQJ,,,GBK
囏,廿口夫口,SLOL,,,GBK
囐,口虍一犬,LUFH,,,GBK
囑,口尸水虫,LBNQ,,,GBK
囒,口艹門丷,LSDQ,,,GBK
囓,口丰刀齒,LDMP,,,GBK
囕,口臣見,LHGJ,,,GBK
囖,口竹罒隹,LGUE,,,GBK
囘,冂巳,COsⓚ,,,GBK
囙,囗コ,WBoⓦ,,,GBK
囜,囗厶,WNaⓦ,,,GBK
団,囗寸,WHcⓦ,,,GBK
囥,囗亠几,WAEj,,,GBK
囦,囗水,WNsⓦ,,,GBK
囧,囗八冂,WKCk,囗儿冂,WWCk,GBK
囨,囗不,WGuⓦ,,,GBK
囩,囗二厶,WINa,,,GBK
囪,丶,DCKd,,,GBK
囬,罒二,UIrⓦ,,,GBK
囮,囗亻匕,WENb,,,GBK
囯,囗王,WJwⓦ,,,GBK
囲,囗二,WIKa,,,GBK
図,囗⺀乂,WISi,,,GBK
囶,囗八土,WKHt,囗儿土,WWHt,GBK
囷,囗禾,WMhⓦ,,,GBK
囸,囗一止,WFPi,,,GBK
囻,囗巳七,WOXi,,,GBK
囼,囗厶口,WNLv,,,GBK
圀,囗八方,WKTf,囗儿方,WWTf,GBK
圁,囗言,WByⓦ,,,GBK
圂,囗豕,WTsⓦ,,,GBK
圅,マ囗䒑十,BWQG,,,GBK
圇,囗人一冊,WRFC,,,GBK
國,囗戈口一,WKLF,,,GBK
圌,囗山而,WUSr,,,GBK
圍,囗韋,WBwⓦ,,,GBK
圎,囗厶貝,WNJb,,,GBK
圏,囗丷夫己,WQOO,,,GBK
圐,囗罒方,WUTf,,,GBK
圑,囗甫寸,WNHc,,,GBK
園,囗土口𧘇,WHLG,,,GBK
圓,囗口貝,WLJb,,,GBK
圔,囗土厶皿,WHNU,,,GBK
圕,囗彐土日,WBHJ,,,GBK
圖,囗口十口,WLGL,囗口丄口,WLJL,GBK
圗,囗厶十二,WNGI,,,GBK
團,囗寸,WDHc,,,GBK
圙,囗八面,WKSm,,,GBK
圚,囗口丄貝,WLJJ,,,GBK
圛,囗罒土十,WUHG,,,GBK
圝,囗言糹糹,WBOO,,,GBK
圞,囗言糹木,WBOA,,,GBK
圠,土乚,HEiⓣ,,,GBK
圡,土丶,HKdⓣ,,,GBK
圢,土丁,HJdⓣ,,,GBK
圤,土卜,HUbⓣ,,,GBK
圥,土儿,HWrⓣ,,,GBK
圦,土入,HKrⓣ,,,GBK
圧,厂土,VHtⓗ,,,GBK
圫,土丿七,HGXi,,,GBK
圱,千土,MHtⓠ,,,GBK
圲,土千,HMqⓣ,,,GBK
圴,土勹丶,HWKd,,,GBK
圵,土上,HJvⓣ,,,GBK
圶,大土,OHtⓓ,,,GBK
圷,土下,HJxⓣ,,,GBK
圸,土山,HUsⓣ,,,GBK
圼,日土,JHtⓡ,,,GBK
圽,土勹,HWCp,,,GBK
圿,土人,HRKa,,,GBK
坁,土七,HKXi,,,GBK
坃,土一兀,HFLw,,,GBK
坄,土殳,HEsⓣ,,,GBK
坅,土人丶乛,HRKY,土人一乛,HRFY,GBK
坆,土夊,HTpⓣ,,,GBK
坈,土冖几,HXEj,,,GBK
坉,土七凵,HXWk,,,GBK
坋,土八刀,HKMd,,,GBK
坒,匕匕土,NNHt,,,GBK
坓,二土,IKHt,,,GBK
坔,水土,NHtⓢ,,,GBK
坕,爪土,UHtⓩ,,,GBK
坖,一兀土,FLHt,,,GBK
坘,土一彑,HFEm,,,GBK
坙,一巛土,FLHt,,,GBK
坢,土丷,HQAk,,,GBK
坣,龸土,IHtⓢ,,,GBK
坥,土且,HJqⓣ,,,GBK
坧,土石,HVsⓣ,,,GBK
坬,土瓜,HUgⓣ,,,GBK
坮,土厶口,HNLv,,,GBK
坰,土冂口,HCLv,,,GBK
坱,土冂大,HCOd,,,GBK
坲,土弓,HBKa,,,GBK
坴,土八土,HKHt,土儿土,HWHt,GBK
坵,土斤一,HDFi,,,GBK
坸,土勹口,HWLv,,,GBK
坹,土穴,HIxⓣ,,,GBK
坺,土又丶,HEBK,土乂丶,HESK,GBK
坽,土人丶マ,HRKB,土人一マ,HRFB,GBK
坾,土宀丁,HIJd,,,GBK
坿,土亻寸,HEHc,,,GBK
垀,土丿丷𬺰,HGQH,,,GBK
垁,土矢,HJiⓣ,,,GBK
垇,土一,HCFi,,,GBK
垈,亻弋土,EKHt,,,GBK
垉,土勹巳,HWOs,,,GBK
垊,土巳七,HOXi,,,GBK
垍,土自,HQiⓣ,,,GBK
垎,土夊口,HTLv,,,GBK
垏,土彐,HBAk,,,GBK
垐,冫欠土,IXHt,二欠土,IXHt,GBK
垑,土夕夕,HXXx,,,GBK
垔,西土,PHtⓧ,,,GBK
垕,⺁一口土,DFLH,,,GBK
垖,土𠂤,HDdⓣ,,,GBK
垗,土儿冫二,HWII,,,GBK
垘,土亻犬,HEHq,,,GBK
垙,土小兀,HILw,,,GBK
垚,土土土,HHHt,,,GBK
垜,土乃木,HGAm,,,GBK
垝,土⺈厂㔾,HXVA,,,GBK
垞,土宀丿七,HIGX,,,GBK
垟,土羊,HQyⓣ,,,GBK
垥,土合,HRhⓣ,,,GBK
垨,土宀寸,HIHc,,,GBK
垪,土䒑卄,HQSo,,,GBK
垬,土龷八,HSKa,,,GBK
垯,土大辶,HOOc,,,GBK
垰,土上下,HJJx,,,GBK
垱,土小彐,HIBj,,,GBK
垳,土彳亍,HCIc,,,GBK
垵,土宀女,HICn,,,GBK
垶,土辛,HKxⓣ,,,GBK
垷,土見,HJjⓣ,,,GBK
垹,土丰阝,HDPf,,,GBK
垺,土爪子,HUKz,,,GBK
垻,土貝,HJbⓣ,,,GBK
垼,彳殳土,CEHt,,,GBK
垽,氵斤土,NDHt,,,GBK
垾,土日干,HJNg,,,GBK
垿,土广予,HMKy,,,GBK
埀,千丬匕二,MQNI,,,GBK
埁,土山人乛,HURY,,,GBK
埄,土夊丰,HTDf,,,GBK
埅,阝方土,PTHt,,,GBK
埆,土⺈用,HXSy,土⺈土,HXWH,GBK
埇,土マ用,HBSy,,,GBK
埈,土厶八夊,HNKT,土厶儿夊,HNWT,GBK
埉,土大人人,HORR,,,GBK
埊,山水土,UNHt,,,GBK
埌,土丶艮,HKGg,,,GBK
埍,土口月,HLWy,,,GBK
埐,土彐冖又,HBXB,,,GBK
埑,扌斤土,FDHt,,,GBK
埓,土爪寸,HUHc,土月寸,HWHc,GBK
埖,土艹亻匕,HSEN,,,GBK
埗,土止小,HPIv,,,GBK
埛,土冂八口,HCKL,土冂儿口,HCWL,GBK
埜,木木土,AAHt,,,GBK
埞,土宀一龰,HIFP,,,GBK
埡,土一,HFKa,,,GBK
埢,土丷夫㔾,HQOA,,,GBK
埣,土亠人十,HARG,,,GBK
埥,土龶月,HHWy,,,GBK
埦,土宀夕㔾,HIXA,,,GBK
埧,土且八,HJKa,,,GBK
埨,土人一冊,HRFC,,,GBK
埩,土⺈彐亅,HXBY,土爪彐亅,HUBY,GBK
埪,土穴工,HIPg,,,GBK
埫,土尚,HIsⓣ,,,GBK
埬,土木日,HAJr,,,GBK
埮,土火火,HIIh,,,GBK
埰,土爪木,HUAm,,,GBK
埱,土上小又,HJIB,,,GBK
埲,土𡗗,HOAk,,,GBK
埳,土⺈臼,HXDi,,,GBK
埵,土千龷一,HMSF,土千艹二,HMSI,GBK
埶,土八土丶,HKHK,土儿土丶,HWHK,GBK
執,土䒑十丶,HQGK,,,GBK
埻,土子,HAKz,,,GBK
埼,土大丁口,HOJL,,,GBK
埾,耳又土,LBHt,,,GBK
埿,氵尸匕土,NBNH,,,GBK
堁,土日木,HJAm,,,GBK
堃,方方土,TTHt,,,GBK
堄,土臼儿,HDWr,,,GBK
堅,臣又土,HBHt,,,GBK
堈,土冂䒑山,HCQU,,,GBK
堉,土亠厶月,HANW,,,GBK
堊,一土,FKHt,,,GBK
堌,土囗古,HWJg,,,GBK
堎,土土八夊,HHKT,土土儿夊,HHWT,GBK
堏,木方土,ATHt,,,GBK
堐,土厂土土,HVHH,,,GBK
堒,土日匕匕,HJNN,,,GBK
堓,土山厂干,HUVN,,,GBK
堔,土冖八木,HXKA,,,GBK
堖,土巛乂,HLDS,,,GBK
堗,土穴犬,HIHq,,,GBK
堘,土丷夫土,HQOH,,,GBK
堚,土冖車,HXDc,,,GBK
堛,土一口田,HFLV,,,GBK
堜,土木囗丷,HAWQ,,,GBK
堝,土咼,HRkⓣ,,,GBK
堟,土豕,HETs,,,GBK
堢,土亻口木,HELA,,,GBK
堣,土禺,HVyⓣ,,,GBK
堥,予丿夊土,KGTH,,,GBK
堦,土匕匕白,HNND,,,GBK
堧,土而大,HSOd,,,GBK
堨,土日勹乚,HJWE,,,GBK
堩,土忄一一,HRFF,,,GBK
堫,土乂凵夊,HSWT,,,GBK
堬,土人一刂,HRFM,,,GBK
堭,土白王,HDJw,,,GBK
堮,土口口丂,HLLH,,,GBK
堯,土土土兀,HHHL,,,GBK
報,土䒑十又,HQGB,,,GBK
堲,彐厶卩土,BNAH,,,GBK
堳,土目,HBJm,,,GBK
場,土日一,HJFC,,,GBK
堶,土工月,HEPW,,,GBK
堷,土立日,HKJr,,,GBK
堸,土風,HEfⓣ,,,GBK
堹,土千里,HMVl,,,GBK
堺,土田人,HVRK,,,GBK
堻,氵彐土,NBAH,,,GBK
堼,土土寸土,HHHH,,,GBK
堽,土罒一止,HUFP,,,GBK
堾,土𡗗日,HOJr,,,GBK
堿,土戊一口,HKFL,,,GBK
塀,土尸䒑卄,HBQS,土尸丿干,HBGN,GBK
塁,田冫二土,VIIH,,,GBK
塂,土龷八巳,HSKO,,,GBK
塃,土艹亡,HSTW,,,GBK
塅,土亻三殳,HELE,,,GBK
塆,土亦弓,HTBg,,,GBK
塇,土宀一一,HIFF,,,GBK
塈,彐厶匚土,BNHH,,,GBK
塉,土冫二月,HIIW,,,GBK
塊,土鬼,HDgⓣ,,,GBK
塋,火火冖土,IIXH,,,GBK
塎,土穴人口,HIRL,,,GBK
塏,土山一䒑,HUFQ,,,GBK
塐,土龶糸,HHOs,,,GBK
塒,土日土寸,HJHH,土日士寸,HJHH,GBK
塓,土冖日八,HXJK,,,GBK
塕,土八厶习,HKNV,,,GBK
塖,土禾丬匕,HMQN,,,GBK
塗,氵人一土,NRFH,,,GBK
塙,土高,HAgⓣ,,,GBK
塚,土冖豕丶,HXTK,,,GBK
塛,土西木,HPAm,,,GBK
塜,土冖一豕,HXFT,,,GBK
塝,土亠丷方,HAQT,,,GBK
塟,艹一夕土,SFXH,,,GBK
塠,土𠂤辶,HDOc,,,GBK
塡,土匕目八,HNJK,,,GBK
塢,土烏,HDwⓣ,,,GBK
塣,氵口王土,NLJH,氵口壬土,NLMH,GBK
塤,土口貝,HLJb,,,GBK
塦,阝車土,PDHt,,,GBK
塧,土䒑八皿,HQKU,,,GBK
塨,土龷八丶,HSKK,,,GBK
塩,土𠂉口皿,HGLU,,,GBK
塪,土爪臼,HUDi,,,GBK
塭,土日皿,HJUm,土囗人皿,HWRU,GBK
塮,土身寸,HQHc,,,GBK
塯,土卯田,HKVt,,,GBK
塰,氵𠂉母土,NGEH,,,GBK
塱,丶彐厶土,KBNH,,,GBK
塲,土𠂉日,HGJC,,,GBK
塳,土夊丰辶,HTDO,,,GBK
塴,土山月月,HUWW,,,GBK
塵,鹿土,MHtⓛ,,,GBK
塶,土鹿,HMlⓣ,,,GBK
塷,土鹵,HUlⓣ,,,GBK
塸,土匚口口,HHLL,,,GBK
塹,車斤土,DDHt,,,GBK
塺,麻土,MHtⓐ,,,GBK
塻,土艹日大,HSJO,,,GBK
塼,土寸,HDHc,,,GBK
塽,土大乂乂,HOSS,,,GBK
塿,土口十女,HLGC,,,GBK
墂,土西示,HPJs,,,GBK
墄,土戊上小,HKJI,,,GBK
墆,土廿儿巾,HSWU,,,GBK
墇,土立早,HKJz,,,GBK
墈,土其乚力,HUES,,,GBK
墊,土䒑十土,HQGH,,,GBK
墋,土厶厶彡,HNNC,,,GBK
墌,土广廿灬,HMSI,,,GBK
墍,白匕匚土,DNHH,,,GBK
墎,土子阝,HAKP,,,GBK
墏,爿月寸土,DWHH,,,GBK
墐,土革二,HSIr,,,GBK
墑,土亠丷古,HAQJ,,,GBK
墔,土山隹,HUEh,,,GBK
墕,土一止灬,HFPI,,,GBK
墖,土合田,HRVt,,,GBK
増,土丷田日,HQVJ,,,GBK
墘,土十早乙,HGJY,,,GBK
墛,土尸示寸,HBJH,,,GBK
墜,阝䒑豕土,PQTH,,,GBK
墝,土土土兀,HHHL,,,GBK
墠,土口口十,HLLG,,,GBK
墡,土羊䒑口,HQQL,,,GBK
墢,土癶弓殳,HBBE,,,GBK
墣,土业䒑夫,HIQO,,,GBK
墤,土口丄貝,HLJJ,,,GBK
墥,土立里,HKVl,,,GBK
墦,土丿米田,HGQV,,,GBK
墧,土夭口口,HMLL,,,GBK
墪,子夊土,AKTH,,,GBK
墫,土丷酉寸,HQPH,,,GBK
墬,阝豕土,PETH,,,GBK
墭,土戊乛皿,HKYU,,,GBK
墮,阝工土,PEPH,,,GBK
墯,忄工土,REPH,,,GBK
墰,土西早,HPJz,,,GBK
墱,土癶一䒑,HBFQ,,,GBK
墲,土𠂉卌灬,HGSI,,,GBK
墳,土十卄貝,HGSJ,,,GBK
墴,土龷由八,HSDK,土廿一八,HSFK,GBK
墵,土雨二厶,HCIN,,,GBK
墶,土土羊辶,HHQO,,,GBK
墷,土艹一十,HSFG,土艹一,HSFA,GBK
墸,土艹耂日,HSHJ,,,GBK
墹,土門日,HDJr,,,GBK
墺,土米大,HDQO,土丿大,HDGO,GBK
墻,土土人口,HHRL,,,GBK
墽,土白方夊,HDTT,,,GBK
墾,豸艮土,MGHt,,,GBK
墿,土罒土十,HUHG,,,GBK
壀,土尸口辛,HBLK,,,GBK
壂,尸龷八土,BSKH,,,GBK
壃,土一田一,HFVF,,,GBK
壄,木予丿土,AKGH,,,GBK
壆,臼乂乂土,DSSH,乂乂臼土,SSDH,GBK
壇,土亠囗一,HAWF,,,GBK
壈,土亠囗禾,HAWM,,,GBK
壉,土虍豕,HUTs,,,GBK
壊,土十罒𧘇,HGUG,,,GBK
壋,土尚田,HIVt,,,GBK
壌,土亠八𧘇,HAKG,,,GBK
壍,氵車斤土,NDDH,,,GBK
壎,土千黑,HMGh,,,GBK
壏,土臣皿,HHGU,土臣𠂉皿,HHGU,GBK
壐,一八巾土,FKUH,,,GBK
壒,土艹土皿,HSHU,,,GBK
壓,厂日月土,VJWH,,,GBK
壔,土士乛寸,HHYH,,,GBK
壖,土雨而,HCSr,,,GBK
壗,土肀一皿,HBFU,,,GBK
壘,田田田土,VVVH,,,GBK
壙,土广龷八,HMSK,土广廿八,HMSK,GBK
壚,土虍田皿,HUVU,,,GBK
壛,土門⺈臼,HDXD,,,GBK
壜,土日雨厶,HJCN,,,GBK
壝,土口丄辶,HLJO,,,GBK
壞,土亠罒𧘇,HAUG,,,GBK
壟,立月土,KWUH,,,GBK
壠,土立月,HKWU,,,GBK
壡,卜冖一土,UXFH,,,GBK
壢,土厂禾止,HVMP,,,GBK
壣,土耳幺丱,HLNW,,,GBK
壥,土厂黑土,HVGH,,,GBK
壦,土艹口隹,HSLE,土卝口隹,HSLE,GBK
壧,土口口夊,HLLT,,,GBK
壨,田田田土,VVVH,,,GBK
壩,土雨革月,HCSW,,,GBK
壪,土言糹弓,HBOB,,,GBK
壭,士卩,HAjⓢ,,,GBK
壯,爿士,DHsⓠ,,,GBK
壱,士冖匕,HXNb,,,GBK
売,士冖儿,HXWr,,,GBK
壴,壴,Hzⓩ,,,GBK
壵,士士士,HHHs,,,GBK
壷,士冖口一,HXLF,,,GBK
壸,士冖丌䒑,HXLQ,,,GBK
壺,士冖,HXKa,,,GBK
壻,土乛龰月,HYPW,,,GBK
壼,士冖一,HXFK,,,GBK
壽,士乛工寸,HYPH,,,GBK
壾,壴匚コ,HHBo,,,GBK
壿,士丷酉寸,HQPH,,,GBK
夀,龶乛口寸,HYLH,,,GBK
夁,士罒囗古,HUWJ,,,GBK
夃,乃又,GBoⓝ,,,GBK
夅,夊ヰ,TAkⓟ,,,GBK
夆,夊丰,TDfⓟ,,,GBK
夈,夊米,TQmⓟ,,,GBK
変,亦夊,TTpⓨ,,,GBK
夊,夊,Tpⓟ,,,GBK
夋,厶八夊,NKTp,厶儿夊,NWTp,GBK
夌,土八夊,HKTp,土儿夊,HWTp,GBK
夎,人人土夊,RRHT,,,GBK
夐,⺈冂人夊,XCRT,,,GBK
夑,言火火夊,BIIT,,,GBK
夒,丆目止夊,VJPT,,,GBK
夓,丆目臼夊,VJDT,,,GBK
夗,夕㔾,XAjⓧ,,,GBK
夘,夕卩,XAjⓧ,,,GBK
夛,彐夕,BXxⓙ,,,GBK
夝,夕生,XPsⓧ,,,GBK
夞,夕卜口匕,XULN,,,GBK
夠,夕夕勹口,XXWL,,,GBK
夡,夕夕士口,XXHL,,,GBK
夢,艹罒冖夕,SUXX,卝罒冖夕,SUXX,GBK
夣,亠厶罒夕,ANUX,,,GBK
夦,其乚夕夕,UEXX,,,GBK
夨,乚大,EOdⓘ,,,GBK
夬,コ人,BReⓞ,,,GBK
夰,大,OKaⓓ,,,GBK
夲,大十,OGiⓓ,,,GBK
夳,大二,OIrⓓ,,,GBK
夵,大小,OIvⓓ,,,GBK
夶,大大,OOdⓓ,,,GBK
夻,大口,OLvⓓ,,,GBK
夽,大二厶,OINa,,,GBK
夾,大人人,ORRe,,,GBK
夿,大巴,OObⓓ,,,GBK
奀,不大,GOdⓤ,,,GBK
奃,大七丶,OKXK,大七一,OKXF,GBK
奅,大卯,OKmⓓ,,,GBK
奆,大匚コ,OHBo,,,GBK
奊,土土乚大,HHEO,,,GBK
奌,卜口大,ULOd,,,GBK
奍,丷夫,QOKa,,,GBK
奐,⺈冂八大,XCKO,⺈冂人大,XCRO,GBK
奒,大亥,OThⓓ,,,GBK
奓,大夕夕,OXXx,,,GBK
奙,厶大电,NODd,,,GBK
奛,大日月,OJWy,,,GBK
奜,非大,UOdⓕ,,,GBK
奝,大土口,OWHL,,,GBK
奞,大隹,OEhⓓ,,,GBK
奟,大月月,OWWy,,,GBK
奡,丆目大,VJOK,,,GBK
奣,一大日月,FOJW,,,GBK
奤,大面,OSmⓓ,,,GBK
奦,予丿夊大,KGTO,,,GBK
奧,丿米大,DGQO,,,GBK
奨,丬爪寸大,QUHO,,,GBK
奩,大匚口口,OHLL,,,GBK
奪,大隹寸,OEHc,,,GBK
奫,大氵片一,ONDF,,,GBK
奬,爿月寸大,DWHO,,,GBK
奭,大丆日日,OVJJ,,,GBK
奮,大隹田,OEVt,,,GBK
奯,大止戊小,OPKI,,,GBK
奰,罒罒罒大,UUUO,,,GBK
奱,言糹糹大,BOOO,,,GBK
奲,大耂日十,OHJG,,,GBK
奵,女丁,CJdⓝ,,,GBK
奷,女千,CMqⓝ,,,GBK
奺,女⺈丶,CXKd,,,GBK
奻,女女,CCnⓝ,,,GBK
奼,女丿七,CGXi,,,GBK
奾,女山,CUsⓝ,,,GBK
奿,九丶女,RKCn,,,GBK
妀,己女,OCnⓘ,,,GBK
妅,女工,CPgⓝ,,,GBK
妉,女冖儿,CXWr,,,GBK
妋,女夫,COfⓝ,,,GBK
妌,女二,CIKa,,,GBK
妎,女人,CRKa,,,GBK
妏,女文,CTeⓝ,,,GBK
妐,女八厶,CKNa,,,GBK
妑,女巴,CObⓝ,,,GBK
妔,女亠几,CAEj,,,GBK
妕,女口丨,CLUs,,,GBK
妘,女二厶,CINa,,,GBK
妚,女不,CGuⓝ,,,GBK
妛,屮一女,WFCn,,,GBK
妜,女コ人,CBRe,,,GBK
妝,爿女,DCnⓠ,,,GBK
妟,日女,JCnⓡ,,,GBK
妠,女冂人,CCRe,女冂入,CCKr,GBK
妡,女斤,CDjⓝ,,,GBK
妢,女八刀,CKMd,,,GBK
妦,女丰,CDfⓝ,,,GBK
妧,女一兀,CFLw,,,GBK
妬,女石,CVsⓝ,,,GBK
妭,女又丶,CEBK,女乂丶,CESK,GBK
妰,女𠂉,CGUb,,,GBK
妱,女刀口,CMLv,,,GBK
妳,女⺈小,CXIv,,,GBK
妴,夕㔾女,XACn,,,GBK
妵,女丶王,CKJw,,,GBK
