char,division,code,division_tw,code_tw,region
一,一,Fiⓘ,,,GB0
丁,丁,Jdⓓ,,,GB0
七,七,Xiⓘ,,,GB0
万,一勹,FWbⓘ,,,GB0
丈,乀,EKdⓩ,,,GB0
三,三,Laⓐ,,,GB0
上,上,Jvⓥ,,,GB0
下,下,Jxⓧ,,,GB0
丌,丌,Ljⓙ,,,GB0
不,不,Guⓤ,,,GB0
与,丂一,HFiⓚ,,,GB0
丐,丅一㇉,JFEi,,,GB0
丑,丑,Bcⓒ,,,GB0
专,二㇉丶,IEKd,,,GB0
且,且,Jqⓠ,,,GB0
丕,不一,GFiⓤ,,,GB0
世,世,Siⓘ,,,GB0
丘,斤一,DFiⓙ,,,GB0
丙,一冂人,FCRe,,,GB0
业,业,Ieⓔ,,,GB0
丛,人人一,RRFi,,,GB0
东,七小,XIvⓘ,,,GB0
丝,纟,KKjⓙ,,,GB0
丞,乛水一,YNFi,,,GB0
丢,壬厶,MNaⓡ,,,GB0
两,一冂人人,FCRR,,,GB0
严,丌䒑丿,LQGp,,,GB0
丧,十丷,GQMc,,,GB0
丨,丨,Usⓢ,,,GB0
个,人丨,RUsⓔ,,,GB0
丫,丷丨,QUsⓚ,,,GB0
丬,丬,Qqⓠ,,,GB0
中,口丨,LUsⓥ,,,GB0
丰,丰,Dfⓕ,,,GB0
串,口口丨,LLUs,,,GB0
临,〢日,UGJr,,,GB0
丶,丶,Kdⓓ,,,GB0
丸,九丶,RKdⓙ,,,GB0
丹,亠,WAtⓑ,,,GB0
为,丶力丶,KSKd,,,GB0
主,丶王,KJwⓓ,,,GB0
丽,一,FCCk,一一,FCFC,GB0
举,八,NKAk,,,GB0
丿,丿,Gpⓟ,,,GB0
乃,乃,Gnⓝ,,,GB0
久,⺈丶,XKdⓜ,,,GB0
乇,丿七,GXiⓟ,,,GB0
么,丿厶,GNaⓟ,,,GB0
义,丶乂,KSiⓓ,,,GB0
之,之,Ozⓩ,,,GB0
乌,乌,Mwⓦ,,,GB0
乍,𠂉,GUbⓩ,,,GB0
乎,丿丷𬺰,GQHc,,,GB0
乏,丿之,GOzⓟ,,,GB0
乐,小,KIvⓜ,,,GB0
乒,斤一丿,DFGp,,,GB0
乓,斤一丶,DFKd,,,GB0
乔,夭,MKaⓨ,,,GB0
乖,千丬匕,MQNb,,,GB0
乘,禾丬匕,MQNb,,,GB0
乙,乙,Yiⓘ,,,GB0
乜,乜,Omⓜ,,,GB0
九,九,Rjⓙ,,,GB0
乞,𠂉乙,GYiⓩ,,,GB0
也,也,Oeⓔ,,,GB0
习,习,Vxⓧ,,,GB0
乡,丿,KGpⓙ,,,GB0
书,乛乛丨丶,YYUK,,,GB0
乩,卜口乚,ULEi,,,GB0
买,乛⺀大,YIOd,,,GB0
乱,舌乚,LEiⓢ,,,GB0
乳,爪子乚,UKEi,,,GB0
乾,十早𠂉乙,GJGY,,,GB0
了,了,Keⓔ,,,GB0
予,予,Kyⓨ,,,GB0
争,⺈彐亅,XBYi,,,GB0
事,𬺰口彐,HLBj,,,GB0
二,二,Irⓡ,,,GB0
亍,亍,Icⓒ,,,GB0
于,一𬺰,FHcⓘ,,,GB0
亏,一丂,FHkⓘ,,,GB0
云,二厶,INaⓡ,,,GB0
互,一彑,FEmⓘ,,,GB0
亓,一丌,FLjⓘ,,,GB0
五,一,FBwⓘ,,,GB0
井,二,IKaⓡ,,,GB0
亘,一日一,FJFi,,,GB0
亚,丌䒑,LQkⓙ,,,GB0
些,止匕二,PNIr,,,GB0
亟,了口又一,KLBF,丂口又一,HLBF,GB0
亠,亠,Atⓣ,,,GB0
亡,亡,Twⓦ,,,GB0
亢,亠几,AEjⓣ,,,GB0
交,亠八乂,AKSi,,,GB0
亥,亥,Thⓗ,,,GB0
亦,亦,Tyⓨ,,,GB0
产,立丿,KGpⓛ,,,GB0
亨,了,AKeⓖ,,,GB0
亩,亠田,AVtⓣ,,,GB0
享,子,AKzⓖ,,,GB0
京,小,AIvⓖ,,,GB0
亭,丁,AJdⓖ,,,GB0
亮,几,AEjⓖ,儿,AWrⓖ,GB0
亲,立木,KAmⓛ,,,GB0
亳,丿七,AGXi,,,GB0
亵,亠扌九𧘇,AFRG,,,GB0
人,人,Reⓔ,,,GB0
亻,亻,Erⓡ,,,GB0
亿,亻乙,EYiⓡ,,,GB0
什,亻十,EGiⓡ,,,GB0
仁,亻二,EIrⓡ,,,GB0
仂,亻力,ESlⓡ,,,GB0
仃,亻丁,EJdⓡ,,,GB0
仄,厂人,VReⓗ,,,GB0
仅,亻又,EBoⓡ,,,GB0
仆,亻卜,EUbⓡ,,,GB0
仇,亻九,ERjⓡ,,,GB0
仉,亻几,EEjⓡ,,,GB0
今,人丶乛,RKYi,人一乛,RFYi,GB0
介,人,RKaⓔ,,,GB0
仍,亻乃,EGnⓡ,,,GB0
从,人人,RReⓔ,,,GB0
仑,人匕,RNbⓔ,,,GB0
仓,人㔾,RAjⓔ,,,GB0
仔,亻子,EKzⓡ,,,GB0
仕,亻士,EHsⓡ,,,GB0
他,亻也,EOeⓡ,,,GB0
仗,亻乀,EEKd,,,GB0
付,亻寸,EHcⓡ,,,GB0
仙,亻山,EUsⓡ,,,GB0
仝,人工,RPgⓔ,,,GB0
仞,亻刀丶,EMKd,,,GB0
仟,亻千,EMqⓡ,,,GB0
仡,亻𠂉乙,EGYi,,,GB0
代,亻弋,EKiⓡ,,,GB0
令,人丶マ,RKBo,人一マ,RFBo,GB0
以,乚丶人,EKRe,,,GB0
仨,亻三,ELaⓡ,,,GB0
仪,亻丶乂,EKSi,,,GB0
仫,亻丿厶,EGNa,,,GB0
们,亻门,ETmⓡ,,,GB0
仰,亻卩,EKAj,,,GB0
仲,亻口丨,ELUs,,,GB0
仳,亻匕匕,ENNb,,,GB0
仵,亻𠂉十,EGGi,,,GB0
件,亻牛,EPnⓡ,,,GB0
价,亻人,ERKa,,,GB0
任,亻壬,EMrⓡ,,,GB0
份,亻八刀,EKMd,,,GB0
仿,亻方,ETfⓡ,,,GB0
企,人止,RPiⓔ,,,GB0
伉,亻亠几,EAEj,,,GB0
伊,亻彐丿,EBGp,,,GB0
伍,亻一,EFBw,,,GB0
伎,亻十又,EGBo,,,GB0
伏,亻犬,EHqⓡ,,,GB0
伐,亻戈,EKgⓡ,,,GB0
休,亻木,EAmⓡ,,,GB0
众,人人人,RRRe,,,GB0
优,亻尤,EFoⓡ,,,GB0
伙,亻火,EIhⓡ,,,GB0
会,人二厶,RINa,,,GB0
伛,亻匚乂,EHSi,,,GB0
伞,人丷十,RQGi,,,GB0
伟,亻乛,EAYi,,,GB0
传,亻二㇉丶,EIEK,,,GB0
伢,亻牙,EHyⓡ,,,GB0
伤,亻𠂉力,EGSl,,,GB0
伥,亻长,ENcⓡ,,,GB0
伦,亻人匕,ERNb,,,GB0
伧,亻人㔾,ERAj,,,GB0
伪,亻丶力丶,EKSK,,,GB0
伫,亻宀一,EIFi,,,GB0
伯,亻白,EDbⓡ,,,GB0
估,亻古,EJgⓡ,,,GB0
伲,亻尸匕,EBNb,,,GB0
伴,亻丷,EQAk,,,GB0
伶,亻人丶マ,ERKB,亻人一マ,ERFB,GB0
伸,亻申,EDsⓡ,,,GB0
伺,亻乛一口,EYFL,,,GB0
似,亻乚丶人,EEKR,,,GB0
伽,亻力口,ESLv,,,GB0
佃,亻田,EVtⓡ,,,GB0
但,亻日一,EJFi,,,GB0
位,亻立,EKlⓡ,,,GB0
低,亻七丶,EKXK,亻七一,EKXF,GB0
住,亻丶王,EKJw,,,GB0
佐,亻工,EEPg,,,GB0
佑,亻口,EELv,,,GB0
体,亻木一,EAFi,,,GB0
何,亻丁口,EJLv,,,GB0
佗,亻宀匕,EINb,,,GB0
佘,人示,RJsⓔ,,,GB0
余,人一木,RFAm,,,GB0
佚,亻丿夫,EGOf,,,GB0
佛,亻弓,EBKa,,,GB0
作,亻𠂉,EGUb,,,GB0
佝,亻勹口,EWLv,,,GB0
佞,亻二女,EICn,,,GB0
佟,亻夊⺀,ETIr,,,GB0
你,亻⺈小,EXIv,,,GB0
佣,亻用,ESyⓡ,,,GB0
佤,亻瓦,ERwⓡ,,,GB0
佥,人一,RFNs,,,GB0
佧,亻上卜,EJUb,,,GB0
佩,亻几一巾,EEFU,,,GB0
佬,亻耂匕,EHNb,,,GB0
佯,亻羊,EQyⓡ,,,GB0
佰,亻丆日,EVJr,,,GB0
佳,亻土土,EHHt,,,GB0
佴,亻耳,ELeⓡ,,,GB0
佶,亻士口,EHLv,,,GB0
佻,亻儿冫二,EWII,,,GB0
佼,亻亠八乂,EAKS,,,GB0
佾,亻八月,EKWy,,,GB0
使,亻一口乂,EFLS,,,GB0
侃,亻口,ELWr,,,GB0
侄,亻至,EDzⓡ,,,GB0
侈,亻夕夕,EXXx,,,GB0
侉,亻大一丂,EOFH,,,GB0
例,亻一夕刂,EFXM,,,GB0
侍,亻土寸,EHHc,亻士寸,EHHc,GB0
侏,亻牛八,EPKa,,,GB0
侑,亻月,EEWy,,,GB0
侔,亻厶牛,ENPn,,,GB0
侗,亻冂一口,ECFL,,,GB0
供,亻龷八,ESKa,,,GB0
依,亻亠𧘇,EAGy,,,GB0
侠,亻夫丷,EOQk,,,GB0
侣,亻口口,ELLv,,,GB0
侥,亻七丿兀,EXGL,,,GB0
侦,亻卜贝,EUCb,,,GB0
侧,亻贝刂,ECMd,,,GB0
侨,亻夭,EMKa,,,GB0
侩,亻人二厶,ERIN,,,GB0
侪,亻文,ETKa,,,GB0
侬,亻冖𧘇,EXGy,,,GB0
侮,亻𠂉母,EGEm,,,GB0
侯,亻コ矢,EBJi,,,GB0
侵,亻彐冖又,EBXB,,,GB0
便,亻一日乂,EFJS,,,GB0
促,亻足,EPzⓡ,,,GB0
俄,亻丿扌戈,EGFK,,,GB0
俅,亻一水丶,EFNK,,,GB0
俊,亻厶八夊,ENKT,亻厶儿夊,ENWT,GB0
俎,人人且,RRJq,,,GB0
俏,亻小月,EIWy,,,GB0
俐,亻禾刂,EMMd,,,GB0
俑,亻マ用,EBSy,,,GB0
俗,亻八人口,EKRL,,,GB0
俘,亻爪子,EUKz,,,GB0
俚,亻里,EVlⓡ,,,GB0
俜,亻由丂,EDHk,,,GB0
保,亻口木,ELAm,,,GB0
俞,人一月刂,RFWM,,,GB0
俟,亻厶矢,ENJi,,,GB0
信,亻言,EByⓡ,,,GB0
俣,亻口一大,ELFO,,,GB0
俦,亻丰寸,EDHc,,,GB0
俨,亻丌䒑丿,ELQG,,,GB0
俩,亻一冂人,EFCR,,,GB0
俪,亻一,EFCC,,,GB0
俭,亻人一,ERFN,,,GB0
修,亻丨夊彡,EUTC,,,GB0
俯,亻广亻寸,EMEH,,,GB0
俱,亻且八,EJKa,,,GB0
俳,亻非,EUfⓡ,,,GB0
俸,亻𡗗,EOAk,,,GB0
俺,亻大电,EODd,,,GB0
俾,亻十,EDGi,,,GB0
倌,亻宀尸コ,EIBB,,,GB0
倍,亻立口,EKLv,,,GB0
倏,亻丨夊犬,EUTH,,,GB0
倒,亻至刂,EDMd,,,GB0
倔,亻尸屮凵,EBWW,,,GB0
倘,亻尚,EIsⓡ,,,GB0
候,亻丨コ矢,EUBJ,,,GB0
倚,亻大丁口,EOJL,,,GB0
倜,亻土口,EWHL,,,GB0
借,亻龷日,ESJr,,,GB0
倡,亻日日,EJJr,,,GB0
倥,亻穴工,EIPg,,,GB0
倦,亻丷夫㔾,EQOA,,,GB0
倨,亻尸古,EBJg,,,GB0
倩,亻龶月,EHWy,,,GB0
倪,亻臼儿,EDWr,,,GB0
倬,亻卜早,EUJz,,,GB0
倭,亻禾女,EMCn,,,GB0
倮,亻日木,EJAm,,,GB0
债,亻龶贝,EHCb,,,GB0
值,亻十且,EGJq,,,GB0
倾,亻匕丆贝,ENVC,,,GB0
偃,亻匚日女,EHJC,,,GB0
假,亻尸二又,EBIB,,,GB0
偈,亻日勹乚,EJWE,,,GB0
偌,亻艹口,ESEL,,,GB0
偎,亻田,EVMc,,,GB0
偏,亻户冊,EHCe,亻戶冊,EDCe,GB0
偕,亻匕匕白,ENND,,,GB0
做,亻古夊,EJTp,,,GB0
停,亻丁,EAJd,,,GB0
健,亻彐廴,EBAG,,,GB0
偬,亻勹心,EWCR,,,GB0
偶,亻禺,EVyⓡ,,,GB0
偷,亻人一刂,ERFM,,,GB0
偻,亻米女,EQCn,,,GB0
偾,亻十卄贝,EGSC,,,GB0
偿,亻龸二厶,EIIN,,,GB0
傀,亻鬼,EDgⓡ,,,GB0
傅,亻甫寸,ENHc,,,GB0
傈,亻西木,EPAm,,,GB0
傍,亻亠丷方,EAQT,,,GB0
傣,亻𡗗水,EONs,,,GB0
傥,亻尚儿,EIWr,,,GB0
傧,亻宀斤八,EIDK,,,GB0
储,亻讠耂日,EDHJ,,,GB0
傩,亻又隹,EBEh,,,GB0
催,亻山隹,EUEh,,,GB0
傲,亻龶勹夊,EHWT,亻士方夊,EHTT,GB0
傺,亻示,EWJs,,,GB0
傻,亻乂夊,EDST,,,GB0
像,亻⺈口豕,EXLT,,,GB0
僖,亻壴口,EHLv,,,GB0
僚,亻大丷小,EOQI,,,GB0
僦,亻小尤,EAIF,,,GB0
僧,亻丷日日,EQJJ,,,GB0
僬,亻隹灬,EEIb,,,GB0
僭,亻匚儿日,EHWJ,,,GB0
僮,亻立里,EKVl,,,GB0
僳,亻西米,EPQm,,,GB0
僵,亻一田一,EFVF,,,GB0
僻,亻尸口辛,EBLK,,,GB0
儆,亻艹勹夊,ESWT,亻卝勹夊,ESWT,GB0
儇,亻罒一𧘇,EUFG,,,GB0
儋,亻⺈厂言,EXVB,,,GB0
儒,亻雨而,ECSr,,,GB0
儡,亻田田田,EVVV,,,GB0
儿,儿,Wrⓡ,,,GB0
兀,兀,Lwⓦ,,,GB0
允,厶儿,NWrⓐ,,,GB0
元,一兀,FLwⓘ,,,GB0
兄,口儿,LWrⓥ,,,GB0
充,亠厶儿,ANWr,,,GB0
兆,儿冫二,WIIr,,,GB0
先,⺧儿,PWrⓝ,,,GB0
光,小兀,ILwⓥ,,,GB0
克,古儿,JWrⓖ,,,GB0
免,⺈口儿,XLWr,,,GB0
兑,丷口儿,QLWr,,,GB0
兔,⺈口儿丶,XLWK,,,GB0
兕,兀,CLwⓚ,,,GB0
兖,亠八厶儿,AKNW,,,GB0
党,尚儿,IWrⓢ,,,GB0
兜,白コ儿,DKBW,,,GB0
兢,古儿古儿,JWJW,,,GB0
入,入,Krⓡ,,,GB0
全,人王,RJwⓔ,入王,KJwⓡ,GB0
八,八,Kaⓐ,,,GB0
公,八厶,KNaⓐ,,,GB0
六,亠八,AKaⓣ,,,GB0
兮,八丂,KHkⓐ,,,GB0
兰,䒑二,QIrⓚ,,,GB0
共,龷八,SKaⓝ,,,GB0
关,䒑大,QOdⓚ,,,GB0
兴,八,NKaⓢ,,,GB0
兵,斤一八,DFKa,,,GB0
其,其,Uqⓠ,,,GB0
具,且八,JKaⓠ,,,GB0
典,冂龷八,CSKa,,,GB0
兹,䒑幺幺,QNNa,,,GB0
养,䒑夫,QOKa,,,GB0
兼,䒑彐〢八,QBUK,,,GB0
兽,丷田一口,QVFL,,,GB0
冀,丬匕田八,QNVK,,,GB0
冁,丷日十,QJGM,,,GB0
冂,冂,Ckⓚ,,,GB0
内,冂人,CReⓚ,,,GB0
冈,冂乂,CSiⓚ,,,GB0
冉,冂土,CHtⓚ,,,GB0
册,一,WWFi,,,GB0
再,王冂,JCkⓦ,,,GB0
冒,冂二目,CIJm,,,GB0
冕,冂二⺈儿,CIXW,,,GB0
冖,冖,Xmⓜ,,,GB0
冗,冖几,XEjⓜ,,,GB0
写,冖丂一,XHFi,,,GB0
军,冖车,XXjⓜ,,,GB0
农,冖𧘇,XGyⓜ,,,GB0
冠,冖一兀寸,XFLH,,,GB0
冢,冖豕丶,XTKd,,,GB0
冤,冖⺈口丶,XXLK,,,GB0
冥,冖日亠八,XJAK,,,GB0
冫,冫,Irⓡ,,,GB0
冬,夊⺀,TIrⓟ,,,GB0
冯,冫马,IBmⓡ,,,GB0
冰,冫水,INsⓡ,,,GB0
冱,冫一彑,IFEm,,,GB0
冲,冫口丨,ILUs,,,GB0
决,冫コ人,IBRe,,,GB0
况,冫口儿,ILWr,,,GB0
冶,冫厶口,INLv,,,GB0
冷,冫人丶マ,IRKB,冫人一マ,IRFB,GB0
冻,冫七小,IXIv,,,GB0
冼,冫⺧儿,IPWr,,,GB0
冽,冫一夕刂,IFXM,,,GB0
净,冫⺈彐亅,IXBY,,,GB0
凄,冫十彐女,IGBC,冫一肀女,IFBC,GB0
准,冫隹,IEhⓡ,,,GB0
凇,冫木八厶,IAKN,,,GB0
凉,冫小,IAIv,,,GB0
凋,冫土口,IWHL,,,GB0
凌,冫土八夊,IHKT,冫土儿夊,IHWT,GB0
减,冫戊一口,IKFL,,,GB0
凑,冫𡗗一大,IOFO,,,GB0
凛,冫亠囗示,IAWJ,,,GB0
凝,冫匕矢龰,INJP,,,GB0
几,几,Ejⓙ,,,GB0
凡,几丶,EKdⓙ,,,GB0
凤,几又,EBoⓙ,,,GB0
凫,几,MEjⓝ,,,GB0
凭,亻壬几,EMEj,,,GB0
凯,山己几,UOEj,,,GB0
凰,几白王,EDJw,,,GB0
凳,癶一口几,BFLE,,,GB0
凵,凵,Wkⓚ,,,GB0
凶,乂凵,SWkⓘ,,,GB0
凸,丨一丨一,UFUF,,,GB0
凹,一,CFiⓚ,,,GB0
出,屮凵,WWkⓒ,,,GB0
击,凵,AWkⓚ,,,GB0
凼,水凵,NWkⓢ,,,GB0
函,乛水凵,YNWk,,,GB0
凿,业䒑十凵,IQGW,,,GB0
刀,刀,Mdⓓ,,,GB0
刁,乛一,YFiⓘ,,,GB0
刂,刂,Mdⓓ,,,GB0
刃,刀丶,MKdⓓ,,,GB0
分,八刀,KMdⓐ,,,GB0
切,七刀,XMdⓘ,,,GB0
刈,乂刂,SMdⓘ,,,GB0
刊,干刂,NMdⓖ,,,GB0
刍,⺈彐,XBjⓜ,,,GB0
刎,勹刂,WCMd,,,GB0
刑,一卄刂,FSMd,,,GB0
划,戈刂,KMdⓖ,,,GB0
刖,月刂,WMdⓨ,,,GB0
列,一夕刂,FXMd,,,GB0
刘,文刂,TMdⓔ,,,GB0
则,贝刂,CMdⓑ,,,GB0
刚,冂乂刂,CSMd,,,GB0
创,人㔾刂,RAMd,,,GB0
初,衤刀,XMdⓨ,,,GB0
删,一刂,WWFM,冂一刂,WCFM,GB0
判,丷刂,QAMd,,,GB0
刨,勹巳刂,WOMd,,,GB0
利,禾刂,MMdⓗ,,,GB0
别,口力刂,LSMd,,,GB0
刭,ス工刂,BPMd,,,GB0
刮,舌刂,LMdⓢ,,,GB0
到,至刂,DMdⓩ,,,GB0
刳,大一丂刂,OFHM,,,GB0
制,牛冂刂,PCMd,,,GB0
刷,尸巾刂,BUMd,,,GB0
券,丷夫刀,QOMd,,,GB0
刹,乂木刂,SAMd,,,GB0
刺,木冂刂,ACMd,,,GB0
刻,亥刂,TMdⓗ,,,GB0
刽,人二厶刂,RINM,,,GB0
刿,山夕刂,UXMd,,,GB0
剀,山己刂,UOMd,,,GB0
剁,几木刂,EAMd,,,GB0
剂,文刂,TKMd,,,GB0
剃,丷弓丨刂,QBUM,,,GB0
削,小月刂,IWMd,,,GB0
剌,木口刂,ALMd,,,GB0
前,䒑月刂,QWMd,,,GB0
剐,口冂人刂,LCRM,,,GB0
剑,人一刂,RFNM,,,GB0
剔,日勹刂,JWCM,,,GB0
剖,立口刂,KLMd,,,GB0
剜,宀夕㔾刂,IXAM,,,GB0
剞,大丁口刂,OJLM,,,GB0
剡,火火刂,IIMd,,,GB0
剥,彐水刂,BNMd,,,GB0
剧,尸古刂,BJMd,,,GB0
剩,禾丬匕刂,MQNM,,,GB0
剪,䒑月刂刀,QWMM,,,GB0
副,一口田刂,FLVM,,,GB0
割,宀丰口刂,IDLM,宀龶口刂,IHLM,GB0
剽,西示刂,PJMd,,,GB0
剿,巛日木刂,LJAM,,,GB0
劁,隹灬刂,EIMd,,,GB0
劂,厂䒑屮刂,VQWM,,,GB0
劈,尸口辛刀,BLKM,,,GB0
劐,艹隹又刂,SEBM,卝隹又刂,SEBM,GB0
劓,自田丌刂,QVLM,,,GB0
力,力,Slⓛ,,,GB0
劝,又力,BSlⓞ,,,GB0
办,力八,SKaⓛ,,,GB0
功,工力,PSlⓖ,,,GB0
加,力口,SLvⓛ,,,GB0
务,夊力,TSlⓟ,,,GB0
劢,一勹力,FWSl,,,GB0
劣,小丿力,IGSl,,,GB0
动,二厶力,INSl,,,GB0
助,且力,JSlⓠ,,,GB0
努,女又力,CBSl,,,GB0
劫,土厶力,HNSl,,,GB0
劬,勹口力,WLSl,,,GB0
劭,刀口力,MLSl,,,GB0
励,厂一勹力,VFWS,,,GB0
劲,ス工力,BPSl,,,GB0
劳,艹冖力,SXSl,,,GB0
劾,亥力,TSlⓗ,,,GB0
势,扌九丶力,FRKS,,,GB0
勃,十冖子力,GXKS,,,GB0
勇,マ用力,BSSl,,,GB0
勉,⺈口儿力,XLWS,,,GB0
勋,口贝力,LCSl,,,GB0
勐,子皿力,KUSl,,,GB0
勒,革力,SSlⓖ,,,GB0
勖,冂二目力,CIJS,,,GB0
勘,其乚力,UESl,,,GB0
募,艹日大力,SJOS,,,GB0
勤,革二力,SISl,,,GB0
勰,力力力心,SSSR,,,GB0
勹,勹,Wbⓑ,,,GB0
勺,勹丶,WKdⓑ,,,GB0
勾,勹厶,WNaⓑ,,,GB0
勿,勹,WCpⓑ,,,GB0
匀,勹冫,WIrⓑ,,,GB0
包,勹巳,WOsⓑ,,,GB0
匆,勹丶,WCKd,,,GB0
匈,勹乂凵,WSWk,,,GB0
匍,勹甫,WNfⓑ,,,GB0
匏,大一丂巳,OFHO,,,GB0
匐,勹一口田,WFLV,,,GB0
匕,匕,Nbⓑ,,,GB0
化,亻匕,ENbⓡ,,,GB0
北,丬匕,QNbⓠ,,,GB0
匙,日一龰匕,JFPN,,,GB0
匚,匚,Hfⓕ,,,GB0
匝,匚巾,HUjⓕ,,,GB0
匠,匚斤,HDjⓕ,,,GB0
匡,匚王,HJwⓕ,,,GB0
匣,匚甲,HVjⓕ,,,GB0
匦,匚车九,HXRj,,,GB0
匪,匚非,HUfⓕ,,,GB0
匮,匚口丄贝,HLJC,,,GB0
匹,兀乚,LEiⓦ,,,GB0
区,匚乂,HSiⓕ,,,GB0
医,匚矢,HJiⓕ,,,GB0
匾,匚户冊,HHCe,匚戶冊,HDCe,GB0
匿,匚艹口,HSEL,,,GB0
十,十,Giⓘ,,,GB0
千,千,Mqⓠ,,,GB0
卅,卅,Ssⓢ,,,GB0
升,丿卄,GSoⓟ,,,GB0
午,𠂉十,GGiⓩ,,,GB0
卉,十卄,GSoⓘ,,,GB0
半,丷,QAkⓚ,,,GB0
华,亻匕十,ENGi,,,GB0
协,十力八,GSKa,,,GB0
卑,十,DGiⓖ,,,GB0
卒,亠人人十,ARRG,,,GB0
卓,卜早,UJzⓑ,,,GB0
单,丷日十,QJGi,,,GB0
卖,十乛⺀大,GYIO,,,GB0
南,十冂䒑十,GCQG,,,GB0
博,十甫寸,GNHc,,,GB0
卜,卜,Ubⓑ,,,GB0
卞,亠卜,AUbⓣ,,,GB0
卟,口卜,LUbⓥ,,,GB0
占,卜口,ULvⓑ,,,GB0
卡,上卜,JUbⓥ,,,GB0
卢,卜尸,UBsⓑ,,,GB0
卣,卜囗コ,UWBo,,,GB0
卤,卜囗乂,UWSi,,,GB0
卦,土土卜,HHUb,,,GB0
卧,臣卜,HUbⓔ,,,GB0
卩,卩,Ajⓙ,,,GB0
卫,卩一,AFiⓙ,,,GB0
卮,⺁一㔾,DFAj,,,GB0
卯,卯,Kmⓜ,,,GB0
印,一卩,KFAj,,,GB0
危,⺈厂㔾,XVAj,,,GB0
即,彐厶卩,BNAj,,,GB0
却,土厶卩,HNAj,,,GB0
卵,卯丶丶,KKKd,,,GB0
卷,丷夫㔾,QOAj,,,GB0
卸,𠂉一止卩,GFPA,,,GB0
卺,乛水一㔾,YNFA,,,GB0
卿,卯彐厶,KBNa,,,GB0
厂,厂,Vhⓗ,,,GB0
厄,厂㔾,VAjⓗ,,,GB0
厅,厂丁,VJdⓗ,,,GB0
历,厂力,VSlⓗ,,,GB0
厉,厂一勹,VFWb,,,GB0
压,厂土丶,VHKd,,,GB0
厌,厂犬,VHqⓗ,,,GB0
厍,厂车,VXjⓗ,,,GB0
厕,厂贝刂,VCMd,,,GB0
厘,厂里,VVlⓗ,,,GB0
厚,厂日子,VJKz,,,GB0
厝,厂龷日,VSJr,,,GB0
原,厂白小,VDIv,,,GB0
厢,厂木目,VAJm,,,GB0
厣,厂犬甲,VHVj,,,GB0
厥,厂䒑屮欠,VQWX,,,GB0
厦,厂丆目夊,VVJT,,,GB0
厨,厂一口寸,VFLH,,,GB0
厩,厂彐厶儿,VBNW,厂白匕儿,VDNW,GB0
厮,厂其斤,VUDj,,,GB0
厶,厶,Naⓐ,,,GB0
去,土厶,HNaⓣ,,,GB0
县,且厶,JNaⓠ,,,GB0
叁,厶大三,NOLa,,,GB0
参,厶大彡,NOCp,,,GB0
又,又,Boⓞ,,,GB0
叉,又丶,BKdⓞ,,,GB0
及,乃乀,GKdⓝ,丿乛又,GYBⓞ,GB0
友,又,EBoⓩ,,,GB0
双,又又,BBoⓞ,,,GB0
反,⺁又,DBoⓙ,厂又,VBoⓗ,GB0
发,丩又丶,WBKd,,,GB0
叔,上小又,JIBo,,,GB0
取,耳又,LBoⓔ,,,GB0
受,爪冖又,UXBo,,,GB0
变,亦又,TBoⓨ,,,GB0
叙,人一木又,RFAB,,,GB0
叛,丷⺁又,QADB,丷厂又,QAVB,GB0
叟,臼丨又,DUBo,,,GB0
叠,又又又且,BBBJ,,,GB0
口,口,Lvⓥ,,,GB0
古,古,Jgⓖ,,,GB0
句,勹口,WLvⓑ,,,GB0
另,口力,LSlⓥ,,,GB0
叨,口刀,LMdⓥ,,,GB0
叩,口卩,LAjⓥ,,,GB0
只,口八,LKaⓥ,,,GB0
叫,口丩,LWjⓥ,,,GB0
召,刀口,MLvⓓ,,,GB0
叭,口八,LKaⓥ,,,GB0
叮,口丁,LJdⓥ,,,GB0
可,丁口,JLvⓓ,,,GB0
台,厶口,NLvⓐ,,,GB0
叱,口匕,LNbⓥ,,,GB0
史,口乂,LSiⓥ,,,GB0
右,口,ELvⓩ,,,GB0
叵,匚口,HLvⓕ,,,GB0
叶,口十,LGiⓥ,,,GB0
号,口丂,LHkⓥ,,,GB0
司,乛一口,YFLv,,,GB0
叹,口又,LBoⓥ,,,GB0
叻,口力,LSlⓥ,,,GB0
叼,口乛一,LYFi,,,GB0
叽,口几,LEjⓥ,,,GB0
吁,口一𬺰,LFHc,,,GB0
吃,口𠂉乙,LGYi,,,GB0
各,夊口,TLvⓟ,,,GB0
吆,口幺,LNaⓥ,,,GB0
合,合,Rhⓗ,,,GB0
吉,士口,HLvⓢ,,,GB0
吊,口巾,LUjⓥ,,,GB0
同,冂一口,CFLv,,,GB0
名,夕口,XLvⓧ,,,GB0
后,⺁一口,DFLv,,,GB0
吏,一口乂,FLSi,,,GB0
吐,口土,LHtⓥ,,,GB0
向,向,Dxⓧ,,,GB0
吒,口丿七,LGXi,,,GB0
吓,口下,LJxⓥ,,,GB0
吕,口口,LLvⓥ,,,GB0
吖,口丷丨,LQUs,,,GB0
吗,口马,LBmⓥ,,,GB0
君,彐丿口,BGLv,,,GB0
吝,文口,TLvⓔ,,,GB0
吞,一大口,FOLv,,,GB0
吟,口人丶乛,LRKY,口人一乛,LRFY,GB0
吠,口犬,LHqⓥ,,,GB0
