char,division,code,division_tw,code_tw,region
鰼,魚习习白,OKKD,,,CJK
鰽,魚艹日日,ODJJ,,,CJK
鰾,魚覀示,OLCs,,,CJK
鰿,魚龶貝,OHLb,,,CJK
鱀,彐厶匚魚,VDTO,,,CJK
鱁,魚豕辶,OKUc,,,CJK
鱂,魚爿寸,OTYH,,,CJK
鱃,魚⺶丑,OMEc,魚⺷丿丑,OMWE,CJK
鱄,魚寸,OXHc,,,CJK
鱅,魚广肀月,OUVY,,,CJK
鱆,魚立早,OWJz,,,CJK
鱇,魚广隶,OUGl,,,CJK
鱈,魚雨彐,OSVj,,,CJK
鱉,丷巾八魚,LRMO,,,CJK
鱊,魚予丿口,OLWK,,,CJK
鱋,魚虍业,OTVi,魚虍丱一,OTJF,CJK
鱌,魚⺈口,OOKK,魚⺈,OOJK,CJK
鱍,魚癶弓殳,ODJS,,,CJK
鱎,魚夭口口,OHKK,,,CJK
鱏,魚覀早,OLJz,,,CJK
鱐,魚肀片一,OVTF,,,CJK
鱑,魚龷由八,ODUM,魚卄二八,ODAM,CJK
鱒,魚丷酉寸,OLLH,,,CJK
鱓,魚口口十,OKKR,,,CJK
鱔,魚羊䒑口,OMLK,魚⺷䒑口,OMLK,CJK
鱕,魚丿米田,OWTS,,,CJK
鱖,魚厂䒑欠,OVLH,,,CJK
鱗,魚米夕ヰ,OTYA,,,CJK
鱘,魚彐工寸,OVNH,,,CJK
鱙,魚土土兀,OHHO,,,CJK
鱚,魚壴口,OVKv,,,CJK
鱛,魚丷日,OLJJ,,,CJK
鱜,魚丿阝,OOWP,,,CJK
鱝,魚十廾貝,ORDL,,,CJK
鱞,魚罒一𧘇,OXFS,,,CJK
鱟,臼乂乂魚,ICCO,乂乂臼魚,CCIO,CJK
鱠,魚人一日,OUFJ,,,CJK
鱡,魚貝戈,OLKX,,,CJK
鱢,魚口口木,OKKA,,,CJK
鱣,魚亠囗一,ORBF,,,CJK
鱤,魚戊一心,OKFN,,,CJK
鱥,魚止戊小,ONKI,,,CJK
鱦,魚黽,OHm,,,CJK
鱧,魚冂龷䒑,OQDL,,,CJK
鱨,魚尚匕日,OGBJ,,,CJK
鱩,魚雨田,OSSt,,,CJK
鱪,魚日耂日,OJHJ,,,CJK
鱫,魚爫冖夊,OVOT,,,CJK
鱬,魚雨而,OSKe,,,CJK
鱭,魚亠丷二,ORLA,,,CJK
鱮,魚臼丂八,OISM,魚丂丿八,OSWM,CJK
鱯,魚艹隹又,ODOD,魚卝隹又,ODOD,CJK
鱰,魚罒耂日,OXHJ,,,CJK
鱱,魚厂艹禺,OVDV,,,CJK
鱲,魚巛囗,OFBL,,,CJK
鱳,魚白幺木,ODJA,,,CJK
鱴,魚艹罒丶,ODXI,魚卝罒丶,ODXI,CJK
鱵,魚竹戊口,OGKK,,,CJK
鱶,魚䒑夫艮,OLMI,魚⺷八艮,OMMI,CJK
鱷,魚王口口,OYKK,,,CJK
鱸,魚虍田皿,OTSX,,,CJK
鱹,魚艹口隹,ODKO,魚卝口隹,ODKO,CJK
鱺,魚一鹿,OFQH,,,CJK
鱻,魚魚魚,OOOv,,,CJK
鱼,鱼,Tv,,,CJK
鱽,鱼刀,TJd,,,CJK
鱾,鱼己,TWj,,,CJK
鱿,鱼尤,TQi,,,CJK
鲀,鱼七凵,TGJk,,,CJK
鲁,鱼日,TJr,,,CJK
鲂,鱼方,TIf,,,CJK
鲃,鱼巴,TOb,,,CJK
鲄,鱼丁口,TCKv,,,CJK
鲅,鱼又丶,TXDI,鱼乂丶,TXCI,CJK
鲆,鱼干丷,TALb,,,CJK
鲇,鱼卜口,TUKv,,,CJK
鲈,鱼卜尸,TUTs,,,CJK
鲉,鱼由,TUi,,,CJK
鲊,鱼𠂉,TGUb,,,CJK
鲋,鱼亻寸,TEHc,,,CJK
鲌,鱼白,TDb,,,CJK
鲍,鱼勹巳,TIOs,,,CJK
鲎,⺍冖鱼,IOTv,,,CJK
鲏,鱼皮,TGp,,,CJK
鲐,鱼厶口,TDKv,,,CJK
鲑,鱼土土,THHt,,,CJK
鲒,鱼士口,THKv,,,CJK
鲓,鱼耂丂,THSk,,,CJK
鲔,鱼月,TXYv,,,CJK
鲕,鱼而,TKe,,,CJK
鲖,鱼冂一口,TQFK,,,CJK
鲗,鱼贝刂,TFOd,,,CJK
鲘,鱼⺁一口,THFK,,,CJK
鲙,鱼人二厶,TUAD,,,CJK
鲚,鱼文,TERj,,,CJK
鲛,鱼亠八乂,TRMC,,,CJK
鲜,鱼羊,TMi,,,CJK
鲝,⺶鱼,MTv,,,CJK
鲞,丷夫鱼,LMTv,,,CJK
鲟,鱼彐寸,TVHc,,,CJK
鲠,鱼一日乂,TFJC,,,CJK
鲡,鱼一,TFQQ,,,CJK
鲢,鱼车辶,TGUc,,,CJK
鲣,鱼〢又土,TLDH,,,CJK
鲤,鱼里,TEl,,,CJK
鲥,鱼日寸,TJHc,,,CJK
鲦,鱼夊木,TTAm,,,CJK
鲧,鱼丿糸,TWUs,,,CJK
鲨,氵小丿鱼,NIWT,,,CJK
鲩,鱼宀一兀,TIFO,,,CJK
鲪,鱼彐丿口,TVWK,,,CJK
鲫,鱼彐厶卩,TVDE,,,CJK
鲬,鱼マ用,TDAi,,,CJK
鲭,鱼龶月,THYv,,,CJK
鲮,鱼土八夊,THMT,鱼土儿夊,THET,CJK
鲯,鱼其,TRq,,,CJK
鲰,鱼耳又,TLDi,,,CJK
鲱,鱼非,TFf,,,CJK
鲲,鱼日匕匕,TJBB,,,CJK
鲳,鱼日日,TJJr,,,CJK
鲴,鱼囗古,TBOg,,,CJK
鲵,鱼臼儿,TIEe,,,CJK
鲶,鱼人丶心,TUIN,鱼人一心,TUFN,CJK
鲷,鱼土口,TIHK,,,CJK
鲸,鱼小,TDIx,,,CJK
鲹,鱼厶大彡,TDMW,,,CJK
鲺,鱼乙丿虫,TOWI,,,CJK
鲻,鱼巛田,TFSt,,,CJK
鲼,鱼十廾贝,TRDF,,,CJK
鲽,鱼世木,TLAm,,,CJK
鲾,鱼一口田,TFKS,,,CJK
鲿,鱼龸二厶,TGAD,,,CJK
鳀,鱼日一龰,TJFN,,,CJK
鳁,鱼日皿,TJXm,,,CJK
鳂,鱼田,TSLv,,,CJK
鳃,鱼田心,TSNx,,,CJK
鳄,鱼口口丂,TKKS,,,CJK
鳅,鱼禾火,TGMh,,,CJK
鳆,鱼𠂉日夊,TGJT,,,CJK
鳇,鱼白王,TDYw,,,CJK
鳈,鱼白水,TDNs,,,CJK
鳉,鱼丬夕寸,TOYH,鱼丬爫寸,TOVH,CJK
鳊,鱼户冊,TQPc,鱼戶冊,TWPc,CJK
鳋,鱼又丶虫,TDII,,,CJK
鳌,龶勹夊鱼,HITT,士方夊鱼,HITT,CJK
鳍,鱼耂匕日,THBJ,,,CJK
鳎,鱼日习习,TJKK,鱼冂二习,TQAK,CJK
鳏,鱼罒水,TXNs,,,CJK
鳐,鱼爫缶,TVWf,鱼缶,TYWf,CJK
鳑,鱼亠丷方,TRLI,,,CJK
鳒,鱼䒑彐八,TLVM,,,CJK
鳓,鱼革力,TPSl,,,CJK
鳔,鱼覀示,TLCs,,,CJK
鳕,鱼雨彐,TSVj,,,CJK
鳖,丷巾八鱼,LRMT,,,CJK
鳗,鱼日罒又,TJXD,鱼冂二又,TQAD,CJK
鳘,𠂉母夊鱼,GQTT,,,CJK
鳙,鱼广肀月,TUVY,,,CJK
鳚,鱼尸示寸,TTCH,,,CJK
鳛,鱼习习白,TKKD,,,CJK
鳜,鱼厂䒑欠,TVLH,,,CJK
鳝,鱼羊䒑口,TMLK,鱼⺷䒑口,TMLK,CJK
鳞,鱼米夕ヰ,TTYA,,,CJK
鳟,鱼丷酉寸,TLLH,,,CJK
鳠,鱼艹隹又,TDOD,,,CJK
鳡,鱼戊一心,TKFN,,,CJK
鳢,鱼冂龷䒑,TQDL,,,CJK
鳣,鱼亠囗一,TRBF,,,CJK
鳤,鱼竹宀コ,TGIE,,,CJK
鳥,鳥,Qn,,,CJK
鳦,鳥乙,QOi,,,CJK
鳧,鳥几,QSj,,,CJK
鳨,鳥力,QSl,,,CJK
鳩,九鳥,FQn,,,CJK
鳪,卜鳥,UQn,,,CJK
鳫,厂鳥,VQn,,,CJK
鳬,几,QSj,,,CJK
鳭,刀鳥,JQn,,,CJK
鳮,又鳥,DQn,,,CJK
鳯,几鳥,SQn,,,CJK
鳰,入鳥,IQn,,,CJK
鳱,干鳥,AQn,,,CJK
鳲,尸鳥,TQn,,,CJK
鳳,几一鳥,SFQn,,,CJK
鳴,口鳥,KQn,,,CJK
鳵,乙十鳥,ORQn,,,CJK
鳶,弋鳥,KQn,,,CJK
鳷,十又鳥,RDQn,,,CJK
鳸,户鳥,QQn,戶鳥,WQn,CJK
鳹,人丶乛鳥,UIOQ,人一乛鳥,UFOQ,CJK
鳺,夫鳥,MQn,,,CJK
鳻,八刀鳥,MJQn,,,CJK
鳼,文鳥,EQn,,,CJK
鳽,一廾鳥,FDQn,,,CJK
鳾,一巾鳥,FRQn,,,CJK
鳿,王鳥,YQn,,,CJK
鴀,不鳥,NQn,,,CJK
鴁,夭鳥,HQn,,,CJK
鴂,ユ人鳥,EUQn,,,CJK
鴃,鳥ユ人,QEUr,,,CJK
鴄,兀乚鳥,OTQn,,,CJK
鴅,亠鳥,IRQn,,,CJK
鴆,冖儿鳥,OEQn,,,CJK
鴇,匕十鳥,BRQn,,,CJK
鴈,厂亻鳥,VEQn,,,CJK
鴉,牙鳥,XQn,,,CJK
鴊,一止鳥,FNQn,,,CJK
鴋,方鳥,IQn,,,CJK
鴌,一大鳥,FMQn,,,CJK
鴍,文鳥,EQn,,,CJK
鴎,匚乂鳥,TCQn,,,CJK
鴏,鳥亻弋,QEKi,,,CJK
鴐,力口鳥,SKQn,,,CJK
鴑,女又鳥,WDQn,,,CJK
鴒,人丶マ鳥,UIDQ,人一マ鳥,UFDQ,CJK
鴓,心丿鳥,NWQn,,,CJK
鴔,丿之鳥,WKQn,,,CJK
鴕,鳥宀匕,QIBb,,,CJK
鴖,巳七鳥,OGQn,,,CJK
鴗,立鳥,WQn,,,CJK
鴘,厶廾鳥,DDQn,,,CJK
鴙,矢鳥,MQn,,,CJK
鴚,鳥丁口,QCKv,,,CJK
鴛,夕㔾鳥,YEQn,,,CJK
鴜,止匕鳥,NBQn,,,CJK
鴝,勹口鳥,IKQn,,,CJK
鴞,口丂鳥,KSQn,,,CJK
鴟,七丶鳥,JGIQ,七一鳥,JGFQ,CJK
鴠,日一鳥,JFQn,,,CJK
鴡,且鳥,EQn,,,CJK
鴢,幺力鳥,JSQn,,,CJK
鴣,古鳥,OQn,,,CJK
鴤,鳥夊⺀,QTAe,,,CJK
鴥,鳥穴,QBx,,,CJK
鴦,冂大鳥,QMQn,,,CJK
鴧,宀几鳥,ISQn,宀儿鳥,IEQn,CJK
鴨,甲鳥,AQn,,,CJK
鴩,丿夫鳥,WMQn,,,CJK
鴪,穴鳥,BQn,,,CJK
鴫,田鳥,SQn,,,CJK
鴬,⺍冖鳥,IOQn,,,CJK
鴭,𠂤鳥,WQn,,,CJK
鴮,大一丂鳥,MFSQ,,,CJK
鴯,而鳥,KQn,,,CJK
鴰,舌鳥,BQn,,,CJK
鴱,艹乂鳥,DCQn,,,CJK
鴲,匕日鳥,BJQn,,,CJK
鴳,宀女鳥,IWQn,,,CJK
鴴,彳亍鳥,WOQn,,,CJK
鴵,儿冫鳥,EAAQ,,,CJK
鴶,士口鳥,HKQn,,,CJK
鴷,一夕刂鳥,FYOQ,,,CJK
鴸,牛八鳥,PMQn,,,CJK
鴹,羊鳥,MQn,,,CJK
鴺,大弓鳥,MJQn,,,CJK
鴻,氵工鳥,NNQn,,,CJK
鴼,鳥夊口,QTKv,,,CJK
鴽,女口鳥,WKQn,,,CJK
鴾,厶牛鳥,DPQn,,,CJK
鴿,合鳥,SQn,,,CJK
鵀,亻壬鳥,ENQn,,,CJK
鵁,亠八乂鳥,RMCQ,,,CJK
鵂,亻木鳥,EAQn,,,CJK
鵃,舟鳥,OQn,,,CJK
鵄,至鳥,UQn,,,CJK
鵅,夊口鳥,TKQn,,,CJK
鵆,彳鳥亍,WQOc,,,CJK
鵇,𠂉ヰ鳥,GAQn,,,CJK
鵈,耳鳥,LQn,,,CJK
鵉,亦鳥,YQn,,,CJK
鵊,大人人鳥,MUUQ,,,CJK
鵋,己心鳥,WNQn,,,CJK
鵌,鳥人一木,QUFA,,,CJK
鵍,宀一兀鳥,IFOQ,,,CJK
鵎,爫女鳥,VWQn,,,CJK
鵏,甫鳥,AQn,,,CJK
鵐,工人人鳥,NUUQ,,,CJK
鵑,口月鳥,KYQn,,,CJK
鵒,八人口鳥,MUKQ,,,CJK
鵓,十冖子鳥,ROLQ,,,CJK
鵔,鳥厶八夊,QDMT,鳥厶儿夊,QDET,CJK
鵕,厶八夊鳥,DMTQ,厶儿夊鳥,DETQ,CJK
鵖,彐厶鳥,VDQn,白匕鳥,DBQn,CJK
鵗,乂巾鳥,CXRQ,,,CJK
鵘,彐丿口鳥,VWKQ,,,CJK
鵙,貝鳥,LQn,,,CJK
鵚,禾几鳥,GSQn,禾儿鳥,GEQn,CJK
鵛,一巛工鳥,FFNQ,,,CJK
鵜,丷弓丨鳥,LJLQ,,,CJK
鵝,丿扌戈鳥,WFKQ,,,CJK
鵞,丿扌戈鳥,WFKQ,,,CJK
鵟,犭王鳥,QYQn,,,CJK
鵠,⺧口鳥,PKQn,,,CJK
鵡,一弋止鳥,FKNQ,,,CJK
鵢,身鳥,UQn,,,CJK
鵣,木口鳥,AKQn,,,CJK
鵤,⺈用鳥,OAQn,⺈土鳥,OIHQ,CJK
鵥,丷刂鳥,LAOQ,,,CJK
鵦,鳥彐水,QVNs,鳥彑水,QQNs,CJK
鵧,䒑廾鳥,LDQn,,,CJK
鵨,人舌鳥,UBQn,,,CJK
鵩,月卩又鳥,YEDQ,,,CJK
鵪,大电鳥,MHQn,,,CJK
鵫,卜早鳥,UJQn,,,CJK
鵬,月月鳥,YYQn,,,CJK
鵭,金鳥,TQn,,,CJK
鵮,⺈臼鳥,OIQn,,,CJK
鵯,十鳥,MRQn,,,CJK
鵰,土口鳥,IHKQ,,,CJK
鵱,土八土鳥,HMHQ,土儿土鳥,HEHQ,CJK
鵲,龷日鳥,DJQn,,,CJK
鵳,户月鳥,QYQn,戶月鳥,WYQn,CJK
鵴,勹米鳥,ITQn,,,CJK
鵵,⺈口儿鳥,OKEQ,,,CJK
鵶,一鳥,FEQn,,,CJK
鵷,宀夕㔾鳥,IYEQ,,,CJK
鵸,大丁口鳥,MCKQ,,,CJK
鵹,禾勹丿鳥,GIWQ,,,CJK
鵺,亠亻夕鳥,REYQ,,,CJK
鵻,鳥隹,QOc,,,CJK
鵼,穴工鳥,BNQn,,,CJK
鵽,又又又鳥,DDDQ,,,CJK
鵾,日匕匕鳥,JBBQ,,,CJK
鵿,鳥日丿廾,QJWD,,,CJK
鶀,鳥其,QRq,,,CJK
鶁,小鳥,DIQn,,,CJK
鶂,臼儿鳥,IEQn,,,CJK
鶃,鳥臼儿,QIEe,,,CJK
鶄,龶月鳥,HYQn,,,CJK
鶅,巛田鳥,FSQn,,,CJK
鶆,來鳥,CQn,,,CJK
鶇,木日鳥,AJQn,,,CJK
鶈,十彐女鳥,RVWQ,一肀女鳥,FVWQ,CJK
鶉,子鳥,DLQn,,,CJK
鶊,广彐人鳥,UVUQ,,,CJK
鶋,尸古鳥,TOQn,,,CJK
鶌,尸屮凵鳥,TJJQ,,,CJK
鶍,日勹鳥,JIWQ,,,CJK
鶎,宀示鳥,ICQn,,,CJK
鶏,爫夫鳥,VMQn,,,CJK
鶐,木丶辶鳥,AIUQ,,,CJK
鶑,火火鳥,MMQn,,,CJK
鶒,木口力鳥,AKSQ,,,CJK
鶓,艹田鳥,DSQn,,,CJK
鶔,予丿木鳥,LWAQ,,,CJK
鶕,立日鳥,WJQn,,,CJK
鶖,禾火鳥,GMQn,,,CJK
鶗,日一龰鳥,JFNQ,,,CJK
鶘,古月鳥,OYQn,,,CJK
鶙,亠丷冖鳥,RLOQ,,,CJK
鶚,口口一鳥,KKFQ,,,CJK
鶛,匕匕白鳥,BBDQ,,,CJK
鶜,艹予丿鳥,DLWQ,,,CJK
鶝,一口田鳥,FKSQ,,,CJK
鶞,⺁十目鳥,HRSQ,,,CJK
鶟,穴犬鳥,BQQn,,,CJK
鶠,匚日女鳥,TJWQ,,,CJK
鶡,日勹人鳥,JIUQ,,,CJK
鶢,爫干又鳥,VADQ,,,CJK
鶣,户冊鳥,QPQn,戶冊鳥,WPQn,CJK
鶤,冖車鳥,OXQn,,,CJK
鶥,目鳥,TSQn,,,CJK
鶦,古月鳥,OYQn,,,CJK
鶧,艹冂大鳥,DQMQ,,,CJK
鶨,彑鳥,QKQn,,,CJK
鶩,予丿夊鳥,LWTQ,,,CJK
鶪,目犬鳥,SQQn,,,CJK
鶫,木囗丷鳥,ABLQ,,,CJK
鶬,人丶彐鳥,UIVQ,人一彐鳥,UFVQ,CJK
鶭,糹方鳥,UIQn,,,CJK
鶮,高鳥,DQn,,,CJK
鶯,火火冖鳥,MMOQ,,,CJK
鶰,口貝鳥,KLQn,,,CJK
鶱,宀八鳥,IDMQ,,,CJK
鶲,八厶习鳥,MDKQ,,,CJK
鶳,鳥𠂤一巾,QWFR,,,CJK
鶴,冖隹鳥,OOQn,,,CJK
鶵,勹屮勹鳥,IJIQ,,,CJK
鶶,广肀口鳥,UVKQ,,,CJK
鶷,宀丰口鳥,IQKQ,宀龶口鳥,IHKQ,CJK
鶸,弓冫弓鳥,JAJQ,,,CJK
鶹,卯田鳥,JSQn,,,CJK
鶺,冫人鳥,AAUQ,,,CJK
鶻,骨鳥,HQn,,,CJK
鶼,䒑彐〢鳥,LVLQ,,,CJK
鶽,隹十鳥,ORQn,,,CJK
鶾,十早𠂉鳥,RJGQ,十早人鳥,RJUQ,CJK
鶿,䒑幺幺鳥,LJJQ,,,CJK
鷀,䒑幺幺鳥,LJJQ,艹幺幺鳥,DJJQ,CJK
鷁,䒑八皿鳥,LMXQ,,,CJK
鷂,爫缶鳥,VWQn,缶鳥,YWQn,CJK
鷃,日宀女鳥,JIWQ,,,CJK
鷄,爫幺大鳥,VJMQ,,,CJK
鷅,覀木鳥,LAQn,,,CJK
鷆,匕目乚鳥,BSTQ,,,CJK
鷇,一鳥,HFQn,,,CJK
鷈,鳥⺁虎,QHTh,,,CJK
鷉,⺁虎鳥,HTQn,,,CJK
鷊,一口冂鳥,FKQQ,,,CJK
鷋,艹人一鳥,DUFQ,,,CJK
鷌,鳥馬,QCm,,,CJK
鷍,自木鳥,CAQn,,,CJK
鷎,白大十鳥,DMRQ,,,CJK
鷏,十八鳥,REMQ,,,CJK
鷐,日辰鳥,JLQn,,,CJK
鷑,竹立鳥,GWQn,,,CJK
鷒,寸鳥,XHQn,,,CJK
鷓,广卄一鳥,UDFQ,,,CJK
鷔,龶勹夊鳥,HITQ,士方夊鳥,HITQ,CJK
鷕,口隹鳥,KOQn,,,CJK
鷖,匚矢殳鳥,TMSQ,,,CJK
鷗,匚口口鳥,TKKQ,,,CJK
鷘,木口夊鳥,AKTQ,,,CJK
鷙,土䒑十鳥,HLRQ,,,CJK
鷚,习习人鳥,KKUQ,,,CJK
鷛,广肀月鳥,UVYQ,,,CJK
鷜,口十口鳥,KRKQ,,,CJK
鷝,日龷十鳥,JDRQ,田龷十鳥,SDRQ,CJK
鷞,大乂乂鳥,MCCQ,,,CJK
鷟,方𠂉矢鳥,IGMQ,,,CJK
鷠,魚鳥,OQn,,,CJK
鷡,𠂉卌一鳥,GDFQ,,,CJK
鷢,厂䒑屮鳥,VLJQ,,,CJK
鷣,覀早鳥,LJQn,,,CJK
鷤,口口日鳥,KKJQ,,,CJK
鷥,糹糸鳥,UUQn,糸糸鳥,UUQn,CJK
鷦,隹灬鳥,OMQn,,,CJK
鷧,士冖一鳥,HOFQ,,,CJK
鷨,艹十鳥,DDRQ,艹一艹鳥,DFDQ,CJK
鷩,丷巾八鳥,LRMQ,,,CJK
鷪,目目冖鳥,SSOQ,,,CJK
鷫,肀片爿鳥,VTTQ,,,CJK
鷬,龷由八鳥,DUMQ,卄二田鳥,DASQ,CJK
鷭,丿米田鳥,WTSQ,,,CJK
鷮,夭口冂鳥,HKQQ,,,CJK
鷯,大丷日鳥,MLJQ,,,CJK
鷰,卄一口鳥,DFKQ,,,CJK
鷱,自冫鳥,CAAQ,自二二鳥,CAAQ,CJK
鷲,小尤鳥,DIQQ,,,CJK
鷳,門月鳥,EYQn,,,CJK
鷴,門木鳥,EAQn,,,CJK
鷵,尸耂日鳥,THJQ,,,CJK
鷶,罒貝鳥,XLQn,,,CJK
鷷,丷酉寸鳥,LLHQ,,,CJK
鷸,予丿冂鳥,LWQQ,,,CJK
鷹,广亻隹鳥,UEOQ,,,CJK
鷺,足夊口鳥,XTKQ,,,CJK
鷻,鳥子夊,QDLT,,,CJK
鷼,門日鳥,EJQn,,,CJK
鷽,臼乂乂鳥,ICCQ,乂乂臼鳥,CCIQ,CJK
鷾,立日心鳥,WJNQ,,,CJK
鷿,尸口辛鳥,TKJQ,,,CJK
鸀,罒勹虫鳥,XIIQ,,,CJK
鸁,鳥,DQn,亡口月丶,,CJK
鸂,氵爫幺鳥,NVJQ,,,CJK
鸃,鳥⺷丿戈,QMWK,,,CJK
鸄,白方夊鳥,DITQ,,,CJK
鸅,罒土䒑鳥,XHLQ,,,CJK
鸆,虍口一鳥,TKFQ,虍口㇉鳥,TKTQ,CJK
鸇,亠囗口鳥,RBKQ,,,CJK
鸈,业羊八鳥,VMMQ,,,CJK
鸉,木日一鳥,AJFQ,,,CJK
鸊,尸口辛鳥,TKJQ,,,CJK
鸋,宀心皿鳥,INXQ,,,CJK
鸌,鳥艹隹又,QDOD,鳥卝隹又,QDOD,CJK
鸍,一八巾鳥,FMRQ,,,CJK
鸎,貝貝鳥,LLQn,,,CJK
鸏,艹冖一鳥,DOFQ,,,CJK
鸐,习习隹鳥,KKOQ,,,CJK
鸑,犭言犬鳥,QRQQ,,,CJK
鸒,臼丂丄鳥,ISOQ,丂丿臼鳥,SWIQ,CJK
鸓,田田田鳥,SSSQ,,,CJK
鸔,鳥日龷水,QJDN,,,CJK
鸕,虍田皿鳥,TSXQ,,,CJK
鸖,雨隹鳥,SOQn,,,CJK
鸗,立月鳥,WYUQ,,,CJK
鸘,雨木目鳥,SASQ,,,CJK
鸙,冊鳥,SPQn,,,CJK
鸚,貝貝女鳥,LLWQ,,,CJK
鸛,艹口口鳥,DKKQ,卝口口鳥,DKKQ,CJK
鸜,目目隹鳥,SSOQ,,,CJK
鸝,一一鳥,FQFQ,,,CJK
鸞,言糹糹鳥,RUUQ,,,CJK
鸟,鸟,Xn,,,CJK
鸠,九鸟,FXn,,,CJK
鸡,又鸟,DXn,,,CJK
鸢,弋鸟,KXn,,,CJK
鸣,口鸟,KXn,,,CJK
鸤,尸鸟,TXn,,,CJK
鸥,匚乂鸟,TCXn,,,CJK
鸦,牙鸟,XXn,,,CJK
鸧,人㔾鸟,UEXn,,,CJK
鸨,匕十鸟,BRXn,,,CJK
鸩,冖儿鸟,OEXn,,,CJK
鸪,古鸟,OXn,,,CJK
鸫,七小鸟,GIXn,,,CJK
鸬,卜尸鸟,UTXn,,,CJK
鸭,甲鸟,AXn,,,CJK
鸮,口丂鸟,KSXn,,,CJK
鸯,冂大鸟,QMXn,,,CJK
鸰,人丶マ鸟,UIDX,人一マ鸟,UFDX,CJK
鸱,七丶鸟,JGIX,七一鸟,JGFX,CJK
鸲,勹口鸟,IKXn,,,CJK
鸳,夕㔾鸟,YEXn,,,CJK
鸴,⺍冖鸟,IOXn,,,CJK
鸵,鸟宀匕,XIBb,,,CJK
鸶,一鸟,OOFX,,,CJK
鸷,扌九丶鸟,FFIX,,,CJK
鸸,而鸟,KXn,,,CJK
鸹,舌鸟,BXn,,,CJK
鸺,亻木鸟,EAXn,,,CJK
鸻,彳亍鸟,WOXn,,,CJK
鸼,舟鸟,OXn,,,CJK
鸽,合鸟,SXn,,,CJK
鸾,亦鸟,YXn,,,CJK
鸿,氵工鸟,NNXn,,,CJK
鹀,工人人鸟,NUUX,,,CJK
鹁,十冖子鸟,ROLX,,,CJK
鹂,一鸟,FQQX,一一鸟,FQFX,CJK
鹃,口月鸟,KYXn,,,CJK
鹄,⺧口鸟,PKXn,,,CJK
鹅,丿扌戈鸟,WFKX,,,CJK
鹆,八人口鸟,MUKX,,,CJK
鹇,门木鸟,RAXn,,,CJK
鹈,丷弓丨鸟,LJLX,,,CJK
鹉,一弋止鸟,FKNX,,,CJK
鹊,龷日鸟,DJXn,,,CJK
鹋,艹田鸟,DSXn,,,CJK
鹌,大电鸟,MHXn,,,CJK
鹍,日匕匕鸟,JBBX,,,CJK
鹎,十鸟,MRXn,,,CJK
鹏,月月鸟,YYXn,,,CJK
鹐,⺈臼鸟,OIXn,,,CJK
鹑,子鸟,DLXn,,,CJK
鹒,广彐人鸟,UVUX,,,CJK
鹓,宀夕㔾鸟,IYEX,,,CJK
鹔,肀八鸟,VRMX,,,CJK
鹕,古月鸟,OYXn,,,CJK
鹖,日勹人鸟,JIUX,,,CJK
鹗,口口一鸟,KKFX,,,CJK
鹘,骨鸟,HXn,,,CJK
鹙,禾火鸟,GMXn,,,CJK
鹚,䒑幺幺鸟,LJJX,,,CJK
鹛,目鸟,TSXn,,,CJK
鹜,予丿夊鸟,LWTX,,,CJK
鹝,一口冂鸟,FKQX,,,CJK
鹞,爫缶鸟,VWXn,缶鸟,YWXn,CJK
鹟,八厶习鸟,MDKX,,,CJK
鹠,卯田鸟,JSXn,,,CJK
鹡,冫人鸟,AAUX,,,CJK
鹢,䒑八皿鸟,LMXX,,,CJK
鹣,䒑彐〢鸟,LVLX,,,CJK
鹤,冖隹鸟,OOXn,,,CJK
鹥,匚矢殳鸟,TMSX,,,CJK
鹦,贝贝女鸟,FFWX,,,CJK
鹧,广卄一鸟,UDFX,,,CJK
鹨,习习人鸟,KKUX,,,CJK
鹩,大丷日鸟,MLJX,,,CJK
鹪,隹灬鸟,OMXn,,,CJK
鹫,小尤鸟,DIQX,,,CJK
鹬,予丿冂鸟,LWQX,,,CJK
鹭,足夊口鸟,XTKX,,,CJK
鹮,罒一口鸟,XFKX,,,CJK
鹯,亠囗口鸟,RBKX,,,CJK
鹰,广亻隹鸟,UEOX,,,CJK
鹱,鸟艹隹又,XDOD,,,CJK
鹲,艹冖一鸟,DOFX,,,CJK
鹳,艹口口鸟,DKKX,卝口口鸟,DKKX,CJK
鹴,雨木目鸟,SASX,,,CJK
鹵,鹵,Tl,,,CJK
鹶,鹵人丶乛,TUIO,鹵人一乛,TUFO,CJK
鹷,鹵人丶マ,TUID,鹵人一マ,TUFD,CJK
鹸,鹵合人,TSUr,,,CJK
鹹,鹵戊一口,TKFK,,,CJK
鹺,鹵羊工,TMNg,,,CJK
鹻,鹵䒑彐八,TLVM,,,CJK
鹼,鹵僉,TSq,,,CJK
鹽,臣𠂉鹵皿,JGTX,,,CJK
鹾,卜囗乂工,UBCN,,,CJK
鹿,鹿,Hl,,,CJK
麀,鹿匕,HBb,,,CJK
麁,⺈鹿,OHl,,,CJK
麂,鹿几,HSj,,,CJK
麃,鹿灬,HMb,,,CJK
麄,八刀鹿,MJHl,,,CJK
麅,鹿勹巳,HIOs,,,CJK
麆,鹿且,HEq,,,CJK
麇,鹿禾,HGh,,,CJK
麈,鹿丶王,HIYw,,,CJK
麉,干干鹿,AAHl,,,CJK
麊,米鹿,THl,,,CJK
麋,鹿米,HTm,,,CJK
麌,鹿口一大,HKFM,鹿口㇉大,HKTM,CJK
