char,division,code,division_tw,code_tw,region
一,一,fi,一,fi,GB0
丁,丁,ag,丁,ag,GB0
七,七,ak,七,ak,GB0
万,一勹,fhr,一勹,fhr,GB0
丈,乀,soo,乀,soo,GB0
三,三,uw,三,uw,GB0
上,上,ka,上,ka,GB0
下,下,bk,下,bk,GB0
丌,丌,rj,丌,rj,GB0
不,不,iv,不,iv,GB0
与,丂一,ufi,丂一,ufi,GB0
丐,丅一㇉,bfe,丅一㇉,bfe,GB0
丑,丑,ic,丑,ic,GB0
专,二㇉丶,peo,二㇉丶,peo,GB0
且,且,mq,且,mq,GB0
丕,不一,ifi,不一,ifi,GB0
世,世,gn,世,gn,GB0
丘,斤一,nfi,斤一,nfi,GB0
丙,一冂人,fzr,一冂人,fzr,GB0
业,业,yy,业,yy,GB0
丛,人人一,rrf,人人一,rrf,GB0
东,七小,akj,七小,akj,GB0
丝,纟,nnc,纟,nnc,GB0
丞,乛水一,vvf,乛水一,vvf,GB0
丢,壬厶,ckf,壬厶,ckf,GB0
两,一冂人,fzr,一冂人,fzr,GB0
严,丌䒑丿,rqw,丌䒑丿,rqw,GB0
丧,十丷,dqk,十丷,dqk,GB0
丨,丨,zh,丨,zh,GB0
个,人丨,rzh,人丨,rzh,GB0
丫,丷丨,qzh,丷丨,qzh,GB0
丬,丬,qk,丬,qk,GB0
中,口丨,lzh,口丨,lzh,GB0
丰,丰,zn,丰,zn,GB0
串,口口丨,llz,口口丨,llz,GB0
临,〢日,zwj,〢日,zwj,GB0
丶,丶,oo,丶,oo,GB0
丸,九丶,woo,九丶,woo,GB0
丹,亠,hor,亠,hor,GB0
为,丶力丶,owo,丶力丶,owo,GB0
主,丶王,ome,丶王,ome,GB0
丽,一,fzz,一,fzz,GB0
举,八,iua,八,iua,GB0
丿,丿,wk,丿,wk,GB0
乃,乃,rn,乃,rn,GB0
久,⺈丶,yoo,⺈丶,yoo,GB0
乇,丿七,wak,丿七,wak,GB0
么,丿厶,wkf,丿厶,wkf,GB0
义,丶乂,oci,丶乂,oci,GB0
之,之,dj,之,dj,GB0
乌,乌,nw,乌,nw,GB0
乍,𠂉,wco,𠂉,wco,GB0
乎,丿丷,wqj,丿丷,wqj,GB0
乏,丿之,wdj,丿之,wdj,GB0
乐,小,ikj,小,ikj,GB0
乒,斤一丿,nfw,斤一丿,nfw,GB0
乓,斤一丶,nfo,斤一丶,nfo,GB0
乔,夭,zus,夭,zus,GB0
乖,千丬匕,cqi,千丬匕,cqi,GB0
乘,禾丬匕,vqi,禾丬匕,vqi,GB0
乙,乙,vi,乙,vi,GB0
乜,乜,si,乜,si,GB0
九,九,wh,九,wh,GB0
乞,𠂉乙,wvi,𠂉乙,wvi,GB0
也,也,si,也,si,GB0
习,习,qy,习,qy,GB0
乡,丿,nwk,丿,nwk,GB0
书,乛乛丶,vvo,乛乛丶,vvo,GB0
乩,卜口乚,cle,卜口乚,cle,GB0
买,乛⺀大,vpt,乛⺀大,vpt,GB0
乱,舌乚,leg,舌乚,leg,GB0
乳,爪子乚,vke,爪子乚,vke,GB0
乾,十早乙,djv,十早乙,djv,GB0
了,了,kz,了,kz,GB0
予,予,cv,予,cv,GB0
争,⺈彐亅,yxv,⺈彐亅,yxv,GB0
事,口彐,jlx,口彐,jlx,GB0
二,二,pr,二,pr,GB0
亍,亍,js,亍,js,GB0
于,一,fjv,一,fjv,GB0
亏,一丂,fuo,一丂,fuo,GB0
云,二厶,pkf,二厶,pkf,GB0
互,一彑,fru,一彑,fru,GB0
亓,一丌,frj,一丌,frj,GB0
五,一,fjg,一,fjg,GB0
井,二,pus,二,pus,GB0
亘,一日一,fjf,一日一,fjf,GB0
亚,丌䒑,rqk,丌䒑,rqk,GB0
些,止匕二,tip,止匕二,tip,GB0
亟,了口一,klf,丂口一,ulf,GB0
亠,亠,or,亠,or,GB0
亡,亡,em,亡,em,GB0
亢,亠几,oqh,亠几,oqh,GB0
交,亠八乂,ouc,亠八乂,ouc,GB0
亥,亥,da,亥,da,GB0
亦,亦,rj,亦,rj,GB0
产,立丿,owk,立丿,owk,GB0
亨,了,okz,了,okz,GB0
亩,亠田,ond,亠田,ond,GB0
享,子,okv,子,okv,GB0
京,小,okj,小,okj,GB0
亭,丁,oag,丁,oag,GB0
亮,几,oqh,儿,oqr,GB0
亲,立木,ofh,立木,ofh,GB0
亳,丿七,owa,丿七,owa,GB0
亵,亠扌𧘇,oaw,亠扌𧘇,oaw,GB0
人,人,rw,人,rw,GB0
亻,亻,er,亻,er,GB0
亿,亻乙,evi,亻乙,evi,GB0
什,亻十,edi,亻十,edi,GB0
仁,亻二,epr,亻二,epr,GB0
仂,亻力,ewo,亻力,ewo,GB0
仃,亻丁,eag,亻丁,eag,GB0
仄,厂人,krw,厂人,krw,GB0
仅,亻又,ebj,亻又,ebj,GB0
仆,亻卜,eco,亻卜,eco,GB0
仇,亻九,ewh,亻九,ewh,GB0
仉,亻几,eqh,亻几,eqh,GB0
今,人丶乛,rov,人一乛,rfv,GB0
介,人,rus,人,rus,GB0
仍,亻乃,ern,亻乃,ern,GB0
从,人人,rrw,人人,rrw,GB0
仑,人匕,rib,人匕,rib,GB0
仓,人㔾,rvi,人㔾,rvi,GB0
仔,亻子,ekv,亻子,ekv,GB0
仕,亻士,egs,亻士,egs,GB0
他,亻也,esi,亻也,esi,GB0
仗,亻乀,eso,亻乀,eso,GB0
付,亻寸,eah,亻寸,eah,GB0
仙,亻山,eju,亻山,eju,GB0
仝,人工,rpj,人工,rpj,GB0
仞,亻刀丶,edo,亻刀丶,edo,GB0
仟,亻千,ecr,亻千,ecr,GB0
仡,亻𠂉乙,ewv,亻𠂉乙,ewv,GB0
代,亻弋,epy,亻弋,epy,GB0
令,人丶マ,rob,人一マ,rfb,GB0
以,乚丶人,eor,乚丶人,eor,GB0
仨,亻三,euw,亻三,euw,GB0
仪,亻丶乂,eoc,亻丶乂,eoc,GB0
仫,亻丿厶,ewk,亻丿厶,ewk,GB0
们,亻门,exm,亻门,exm,GB0
仰,亻卩,eix,亻卩,eix,GB0
仲,亻口丨,elz,亻口丨,elz,GB0
仳,亻匕匕,eii,亻匕匕,eii,GB0
仵,亻𠂉十,ewd,亻𠂉十,ewd,GB0
件,亻牛,ett,亻牛,ett,GB0
价,亻人,eru,亻人,eru,GB0
任,亻壬,eck,亻壬,eck,GB0
份,亻八刀,eud,亻八刀,eud,GB0
仿,亻方,eir,亻方,eir,GB0
企,人止,rtw,人止,rtw,GB0
伉,亻亠几,eoq,亻亠几,eoq,GB0
伊,亻彐丿,exw,亻彐丿,exw,GB0
伍,亻一,efj,亻一,efj,GB0
伎,亻十又,edb,亻十又,edb,GB0
伏,亻犬,exo,亻犬,exo,GB0
伐,亻戈,epi,亻戈,epi,GB0
休,亻木,efh,亻木,efh,GB0
众,人人人,rrr,人人人,rrr,GB0
优,亻尤,ebd,亻尤,ebd,GB0
伙,亻火,ems,亻火,ems,GB0
会,人二厶,rpk,人二厶,rpk,GB0
伛,亻匚乂,ekc,亻匚乂,ekc,GB0
伞,人丷十,rqd,人丷十,rqd,GB0
伟,亻乛,eav,亻乛,eav,GB0
传,亻二丶,epo,亻二丶,epo,GB0
伢,亻牙,ecy,亻牙,ecy,GB0
伤,亻𠂉力,eww,亻𠂉力,eww,GB0
伥,亻长,eli,亻长,eli,GB0
伦,亻人匕,eri,亻人匕,eri,GB0
伧,亻人㔾,erv,亻人㔾,erv,GB0
伪,亻丶丶,eoo,亻丶丶,eoo,GB0
伫,亻宀一,ehf,亻宀一,ehf,GB0
伯,亻白,eds,亻白,eds,GB0
估,亻古,ebu,亻古,ebu,GB0
伲,亻尸匕,ebi,亻尸匕,ebi,GB0
伴,亻丷,eqa,亻丷,eqa,GB0
伶,亻人マ,erb,亻人マ,erb,GB0
伸,亻申,eys,亻申,eys,GB0
伺,亻乛口,evl,亻乛口,evl,GB0
似,亻乚人,eer,亻乚人,eer,GB0
伽,亻力口,ewl,亻力口,ewl,GB0
佃,亻田,end,亻田,end,GB0
但,亻日一,ejf,亻日一,ejf,GB0
位,亻立,eou,亻立,eou,GB0
低,亻丶,eio,亻一,eif,GB0
住,亻丶王,eom,亻丶王,eom,GB0
佐,亻工,esp,亻工,esp,GB0
佑,亻口,esl,亻口,esl,GB0
体,亻木一,eff,亻木一,eff,GB0
何,亻丁口,eal,亻丁口,eal,GB0
佗,亻宀匕,ehi,亻宀匕,ehi,GB0
佘,人示,rgv,人示,rgv,GB0
余,人一木,rff,人一木,rff,GB0
佚,亻丿夫,ewl,亻丿夫,ewl,GB0
佛,亻弓,enu,亻弓,enu,GB0
作,亻𠂉,ewc,亻𠂉,ewc,GB0
佝,亻勹口,ehl,亻勹口,ehl,GB0
佞,亻二女,epo,亻二女,epo,GB0
佟,亻夊⺀,eep,亻夊⺀,eep,GB0
你,亻⺈小,eyk,亻⺈小,eyk,GB0
佣,亻用,ecu,亻用,ecu,GB0
佤,亻瓦,esw,亻瓦,esw,GB0
佥,人一,rfi,人一,rfi,GB0
佧,亻上卜,ekc,亻上卜,ekc,GB0
佩,亻几巾,eqr,亻几巾,eqr,GB0
佬,亻耂匕,egi,亻耂匕,egi,GB0
佯,亻羊,eug,亻羊,eug,GB0
佰,亻丆日,euj,亻丆日,euj,GB0
佳,亻土土,egg,亻土土,egg,GB0
佴,亻耳,ete,亻耳,ete,GB0
佶,亻士口,egl,亻士口,egl,GB0
佻,亻儿二,eqp,亻儿二,eqp,GB0
佼,亻亠乂,eoc,亻亠乂,eoc,GB0
佾,亻八月,euh,亻八月,euh,GB0
使,亻一乂,efc,亻一乂,efc,GB0
侃,亻口,elq,亻口,elq,GB0
侄,亻至,ehz,亻至,ehz,GB0
侈,亻夕夕,euu,亻夕夕,euu,GB0
侉,亻大丂,etu,亻大丂,etu,GB0
例,亻一刂,efx,亻一刂,efx,GB0
侍,亻土寸,ega,亻士寸,ega,GB0
侏,亻牛八,etu,亻牛八,etu,GB0
侑,亻月,esh,亻月,esh,GB0
侔,亻厶牛,ekt,亻厶牛,ekt,GB0
侗,亻冂口,ezl,亻冂口,ezl,GB0
供,亻龷八,esu,亻龷八,esu,GB0
依,亻亠𧘇,eow,亻亠𧘇,eow,GB0
侠,亻夫丷,elq,亻夫丷,elq,GB0
侣,亻口口,ell,亻口口,ell,GB0
侥,亻七兀,eay,亻七兀,eay,GB0
侦,亻卜贝,ecz,亻卜贝,ecz,GB0
侧,亻贝刂,ezx,亻贝刂,ezx,GB0
侨,亻夭,ezu,亻夭,ezu,GB0
侩,亻人厶,erk,亻人厶,erk,GB0
侪,亻文,exu,亻文,exu,GB0
侬,亻冖𧘇,eyw,亻冖𧘇,eyw,GB0
侮,亻𠂉母,ewr,亻𠂉母,ewr,GB0
侯,亻コ矢,ebq,亻コ矢,ebq,GB0
侵,亻彐又,exb,亻彐又,exb,GB0
便,亻一乂,efc,亻一乂,efc,GB0
促,亻足,ebn,亻足,ebn,GB0
俄,亻丿戈,ewp,亻丿戈,ewp,GB0
俅,亻一丶,efo,亻一丶,efo,GB0
俊,亻厶夊,eke,亻厶夊,eke,GB0
俎,人人且,rrm,人人且,rrm,GB0
俏,亻小月,ekh,亻小月,ekh,GB0
俐,亻禾刂,evx,亻禾刂,evx,GB0
俑,亻マ用,ebc,亻マ用,ebc,GB0
俗,亻八口,eul,亻八口,eul,GB0
俘,亻爪子,evk,亻爪子,evk,GB0
俚,亻里,eni,亻里,eni,GB0
俜,亻由丂,eyu,亻由丂,eyu,GB0
保,亻口木,elf,亻口木,elf,GB0
俞,人一刂,rfx,人一刂,rfx,GB0
俟,亻厶矢,ekq,亻厶矢,ekq,GB0
信,亻言,eui,亻言,eui,GB0
俣,亻口大,elt,亻口大,elt,GB0
俦,亻丰寸,eza,亻丰寸,eza,GB0
俨,亻丌丿,erw,亻丌丿,erw,GB0
俩,亻一人,efr,亻一人,efr,GB0
俪,亻一,efz,亻一,efz,GB0
俭,亻人,eri,亻人,eri,GB0
修,亻丨彡,ezs,亻丨彡,ezs,GB0
俯,亻广寸,epa,亻广寸,epa,GB0
俱,亻且八,emu,亻且八,emu,GB0
俳,亻非,ewi,亻非,ewi,GB0
俸,亻𡗗,eea,亻𡗗,eea,GB0
俺,亻大电,ety,亻大电,ety,GB0
俾,亻十,egd,亻十,egd,GB0
倌,亻宀コ,ehb,亻宀コ,ehb,GB0
倍,亻立口,eol,亻立口,eol,GB0
倏,亻丨犬,ezx,亻丨犬,ezx,GB0
倒,亻至刂,ehx,亻至刂,ehx,GB0
倔,亻尸凵,ebx,亻尸凵,ebx,GB0
倘,亻尚,eki,亻尚,eki,GB0
候,亻丨矢,ezq,亻丨矢,ezq,GB0
倚,亻大口,etl,亻大口,etl,GB0
倜,亻口,ehl,亻口,ehl,GB0
借,亻龷日,esj,亻龷日,esj,GB0
倡,亻日日,ejj,亻日日,ejj,GB0
倥,亻穴工,ehp,亻穴工,ehp,GB0
倦,亻丷㔾,eqv,亻丷㔾,eqv,GB0
倨,亻尸古,ebb,亻尸古,ebb,GB0
倩,亻龶月,egh,亻龶月,egh,GB0
倪,亻臼儿,ehq,亻臼儿,ehq,GB0
倬,亻卜早,ecj,亻卜早,ecj,GB0
倭,亻禾女,evo,亻禾女,evo,GB0
倮,亻日木,ejf,亻日木,ejf,GB0
债,亻龶贝,egz,亻龶贝,egz,GB0
值,亻十且,edm,亻十且,edm,GB0
倾,亻匕贝,eiz,亻匕贝,eiz,GB0
偃,亻匚女,eko,亻匚女,eko,GB0
假,亻尸又,ebb,亻尸又,ebb,GB0
偈,亻日乚,eje,亻日乚,eje,GB0
偌,亻艹口,esl,亻艹口,esl,GB0
偎,亻田,enk,亻田,enk,GB0
偏,亻户冊,eqo,亻戶冊,eqo,GB0
偕,亻匕白,eid,亻匕白,eid,GB0
做,亻古夊,ebe,亻古夊,ebe,GB0
停,亻丁,eoa,亻丁,eoa,GB0
健,亻彐廴,exy,亻彐廴,exy,GB0
偬,亻勹心,ehg,亻勹心,ehg,GB0
偶,亻禺,eja,亻禺,eja,GB0
偷,亻人刂,erx,亻人刂,erx,GB0
偻,亻米女,eko,亻米女,eko,GB0
偾,亻十贝,edz,亻十贝,edz,GB0
偿,亻龸厶,ekk,亻龸厶,ekk,GB0
傀,亻鬼,egm,亻鬼,egm,GB0
傅,亻甫寸,ema,亻甫寸,ema,GB0
傈,亻西木,ezf,亻西木,ezf,GB0
傍,亻亠方,eoi,亻亠方,eoi,GB0
傣,亻𡗗水,eev,亻𡗗水,eev,GB0
傥,亻尚儿,ekq,亻尚儿,ekq,GB0
傧,亻宀八,ehu,亻宀八,ehu,GB0
储,亻讠日,edj,亻讠日,edj,GB0
傩,亻又隹,ebz,亻又隹,ebz,GB0
催,亻山隹,ejz,亻山隹,ejz,GB0
傲,亻龶夊,ege,亻士夊,ege,GB0
傺,亻示,ehg,亻示,ehg,GB0
傻,亻夊,ere,亻夊,ere,GB0
像,亻⺈豕,eye,亻⺈豕,eye,GB0
僖,亻士口,egl,亻士口,egl,GB0
僚,亻大小,etk,亻大小,etk,GB0
僦,亻尤,eob,亻尤,eob,GB0
僧,亻丷日,eqj,亻丷日,eqj,GB0
僬,亻隹灬,ezm,亻隹灬,ezm,GB0
僭,亻匚日,ekj,亻匚日,ekj,GB0
僮,亻立里,eon,亻立里,eon,GB0
僳,亻西米,ezk,亻西米,ezk,GB0
僵,亻一一,eff,亻一一,eff,GB0
僻,亻尸辛,ebo,亻尸辛,ebo,GB0
儆,亻艹夊,ese,亻卝夊,ese,GB0
儇,亻罒𧘇,ecw,亻罒𧘇,ecw,GB0
儋,亻⺈言,eyu,亻⺈言,eyu,GB0
儒,亻雨而,ezo,亻雨而,ezo,GB0
儡,亻田田,enn,亻田田,enn,GB0
儿,儿,qr,儿,qr,GB0
兀,兀,yr,兀,yr,GB0
允,厶儿,kqr,厶儿,kqr,GB0
元,一兀,fyr,一兀,fyr,GB0
兄,口儿,lqr,口儿,lqr,GB0
充,亠厶儿,okq,亠厶儿,okq,GB0
兆,儿二二,qpp,儿二二,qpp,GB0
先,⺧儿,tqr,⺧儿,tqr,GB0
光,小兀,kyr,小兀,kyr,GB0
克,古儿,bqr,古儿,bqr,GB0
免,⺈口儿,ylq,⺈口儿,ylq,GB0
兑,丷口儿,qlq,丷口儿,qlq,GB0
兔,⺈口丶,ylo,⺈口丶,ylo,GB0
兕,兀,zyr,兀,zyr,GB0
兖,亠八儿,ouq,亠八儿,ouq,GB0
党,尚儿,kqr,尚儿,kqr,GB0
兜,白儿,diq,白儿,diq,GB0
兢,古儿儿,bqq,古儿儿,bqq,GB0
入,入,sl,入,sl,GB0
全,人王,rme,入王,sme,GB0
八,八,us,八,us,GB0
公,八厶,ukf,八厶,ukf,GB0
六,亠八,ous,亠八,ous,GB0
兮,八丂,uuo,八丂,uuo,GB0
兰,䒑二,qpr,䒑二,qpr,GB0
共,龷八,sus,龷八,sus,GB0
关,䒑大,qtj,䒑大,qtj,GB0
兴,八,ius,八,ius,GB0
兵,斤一八,nfu,斤一八,nfu,GB0
其,其,xi,其,xi,GB0
具,且八,mus,且八,mus,GB0
典,冂龷八,zsu,冂龷八,zsu,GB0
兹,䒑幺幺,quu,䒑幺幺,quu,GB0
养,䒑夫,qlu,䒑夫,qlu,GB0
兼,䒑彐八,qxu,䒑彐八,qxu,GB0
兽,丷田口,qnl,丷田口,qnl,GB0
冀,丬匕八,qiu,丬匕八,qiu,GB0
冁,丷日,qjk,丷日,qjk,GB0
冂,冂,zk,冂,zk,GB0
内,冂人,zrw,冂人,zrw,GB0
冈,冂乂,zci,冂乂,zci,GB0
冉,冂土,zgt,冂土,zgt,GB0
册,一,hhf,一,hhf,GB0
再,王冂,mzk,王冂,mzk,GB0
冒,冂二目,zpm,冂二目,zpm,GB0
冕,冂二儿,zpq,冂二儿,zpq,GB0
冖,冖,ym,冖,ym,GB0
冗,冖几,yqh,冖几,yqh,GB0
写,冖丂一,yuf,冖丂一,yuf,GB0
军,冖车,yml,冖车,yml,GB0
农,冖𧘇,ywh,冖𧘇,ywh,GB0
冠,冖一寸,yfa,冖一寸,yfa,GB0
冢,冖豕丶,yeo,冖豕丶,yeo,GB0
冤,冖⺈丶,yyo,冖⺈丶,yyo,GB0
冥,冖日八,yju,冖日八,yju,GB0
冫,二,pr,二,pr,GB0
冬,夊⺀,epr,夊⺀,epr,GB0
冯,二马,puy,二马,puy,GB0
冰,二水,pvu,二水,pvu,GB0
冱,二一彑,pfr,二一彑,pfr,GB0
冲,二口丨,plz,二口丨,plz,GB0
决,二コ人,pbr,二コ人,pbr,GB0
况,二口儿,plq,二口儿,plq,GB0
冶,二厶口,pkl,二厶口,pkl,GB0
冷,二人マ,prb,二人マ,prb,GB0
冻,二七小,pak,二七小,pak,GB0
冼,二⺧儿,ptq,二⺧儿,ptq,GB0
冽,二一刂,pfx,二一刂,pfx,GB0
净,二⺈亅,pyv,二⺈亅,pyv,GB0
凄,二十女,pdo,二十女,pdo,GB0
准,二隹,pzi,二隹,pzi,GB0
凇,二木厶,pfk,二木厶,pfk,GB0
凉,二小,pok,二小,pok,GB0
凋,二口,phl,二口,phl,GB0
凌,二土夊,pge,二土夊,pge,GB0
减,二戊口,ppl,二戊口,ppl,GB0
凑,二𡗗大,pet,二𡗗大,pet,GB0
凛,二亠示,pog,二亠示,pog,GB0
凝,二匕龰,pit,二匕龰,pit,GB0
几,几,qh,几,qh,GB0
凡,几丶,qoo,几丶,qoo,GB0
凤,几又,qbj,几又,qbj,GB0
凫,几,nqh,几,nqh,GB0
凭,亻壬几,ecq,亻壬几,ecq,GB0
凯,山己几,jaq,山己几,jaq,GB0
凰,几白王,qdm,几白王,qdm,GB0
凳,癶一几,bfq,癶一几,bfq,GB0
凵,凵,xs,凵,xs,GB0
凶,乂凵,cxs,乂凵,cxs,GB0
凸,丨一一,zff,丨一一,zff,GB0
凹,一,zfi,一,zfi,GB0
出,屮凵,xxs,屮凵,xxs,GB0
击,凵,axs,凵,axs,GB0
凼,水凵,vxs,水凵,vxs,GB0
函,乛水凵,vvx,乛水凵,vvx,GB0
凿,业䒑凵,yqx,业䒑凵,yqx,GB0
刀,刀,dk,刀,dk,GB0
刁,乛一,vfi,乛一,vfi,GB0
刂,刂,xd,刂,xd,GB0
刃,刀丶,doo,刀丶,doo,GB0
分,八刀,udk,八刀,udk,GB0
切,七刀,adk,七刀,adk,GB0
刈,乂刂,cxd,乂刂,cxd,GB0
刊,干刂,nxd,干刂,nxd,GB0
刍,⺈彐,yxj,⺈彐,yxj,GB0
刎,勹刂,hsx,勹刂,hsx,GB0
刑,一卄刂,fsx,一卄刂,fsx,GB0
划,戈刂,pxd,戈刂,pxd,GB0
刖,月刂,hxd,月刂,hxd,GB0
列,一夕刂,fux,一夕刂,fux,GB0
刘,文刂,xxd,文刂,xxd,GB0
则,贝刂,zxd,贝刂,zxd,GB0
刚,冂乂刂,zcx,冂乂刂,zcx,GB0
创,人㔾刂,rvx,人㔾刂,rvx,GB0
初,衤刀,ndk,衤刀,ndk,GB0
删,刂,hhx,冂刂,hzx,GB0
判,丷刂,qax,丷刂,qax,GB0
刨,勹巳刂,hax,勹巳刂,hax,GB0
利,禾刂,vxd,禾刂,vxd,GB0
别,口力刂,lwx,口力刂,lwx,GB0
刭,ス工刂,bpx,ス工刂,bpx,GB0
刮,舌刂,lxd,舌刂,lxd,GB0
到,至刂,hxd,至刂,hxd,GB0
刳,大一刂,tfx,大一刂,tfx,GB0
制,牛冂刂,tzx,牛冂刂,tzx,GB0
刷,尸巾刂,brx,尸巾刂,brx,GB0
券,丷夫刀,qld,丷夫刀,qld,GB0
刹,乂木刂,cfx,乂木刂,cfx,GB0
刺,木冂刂,fzx,木冂刂,fzx,GB0
刻,亥刂,dxd,亥刂,dxd,GB0
刽,人二刂,rpx,人二刂,rpx,GB0
刿,山夕刂,jux,山夕刂,jux,GB0
剀,山己刂,jax,山己刂,jax,GB0
剁,几木刂,qfx,几木刂,qfx,GB0
剂,文刂,xux,文刂,xux,GB0
剃,丷弓刂,qnx,丷弓刂,qnx,GB0
削,小月刂,khx,小月刂,khx,GB0
剌,木口刂,flx,木口刂,flx,GB0
前,䒑月刂,qhx,䒑月刂,qhx,GB0
剐,口冂刂,lzx,口冂刂,lzx,GB0
剑,人一刂,rfx,人一刂,rfx,GB0
剔,日勹刂,jhx,日勹刂,jhx,GB0
剖,立口刂,olx,立口刂,olx,GB0
剜,宀夕刂,hux,宀夕刂,hux,GB0
剞,大丁刂,tax,大丁刂,tax,GB0
剡,火火刂,mmx,火火刂,mmx,GB0
剥,彐水刂,xvx,彐水刂,xvx,GB0
剧,尸古刂,bbx,尸古刂,bbx,GB0
剩,禾丬刂,vqx,禾丬刂,vqx,GB0
剪,䒑月刀,qhd,䒑月刀,qhd,GB0
副,一口刂,flx,一口刂,flx,GB0
割,宀丰刂,hzx,宀龶刂,hgx,GB0
剽,西示刂,zgx,西示刂,zgx,GB0
剿,巛日刂,pjx,巛日刂,pjx,GB0
劁,隹灬刂,zmx,隹灬刂,zmx,GB0
劂,厂䒑刂,kqx,厂䒑刂,kqx,GB0
劈,尸口刀,bld,尸口刀,bld,GB0
劐,艹隹刂,szx,卝隹刂,szx,GB0
劓,自田刂,mnx,自田刂,mnx,GB0
力,力,wo,力,wo,GB0
劝,又力,bwo,又力,bwo,GB0
办,力八,wus,力八,wus,GB0
功,工力,pwo,工力,pwo,GB0
加,力口,wla,力口,wla,GB0
务,夊力,ewo,夊力,ewo,GB0
劢,一勹力,fhw,一勹力,fhw,GB0
劣,小丿力,kww,小丿力,kww,GB0
动,二厶力,pkw,二厶力,pkw,GB0
助,且力,mwo,且力,mwo,GB0
努,女又力,obw,女又力,obw,GB0
劫,土厶力,gkw,土厶力,gkw,GB0
劬,勹口力,hlw,勹口力,hlw,GB0
劭,刀口力,dlw,刀口力,dlw,GB0
励,厂一力,kfw,厂一力,kfw,GB0
劲,ス工力,bpw,ス工力,bpw,GB0
劳,艹冖力,syw,艹冖力,syw,GB0
劾,亥力,dwo,亥力,dwo,GB0
势,扌九力,aww,扌九力,aww,GB0
勃,十冖力,dyw,十冖力,dyw,GB0
勇,マ用力,bcw,マ用力,bcw,GB0
勉,⺈口力,ylw,⺈口力,ylw,GB0
勋,口贝力,lzw,口贝力,lzw,GB0
勐,子皿力,kcw,子皿力,kcw,GB0
勒,革力,rwo,革力,rwo,GB0
勖,冂二力,zpw,冂二力,zpw,GB0
勘,其乚力,xew,其乚力,xew,GB0
募,艹日力,sjw,艹日力,sjw,GB0
勤,革二力,rpw,革二力,rpw,GB0
勰,力力心,wwg,力力心,wwg,GB0
勹,勹,hr,勹,hr,GB0
勺,勹丶,hoo,勹丶,hoo,GB0
勾,勹厶,hkf,勹厶,hkf,GB0
勿,勹,hsy,勹,hsy,GB0
匀,勹二,hpr,勹二,hpr,GB0
包,勹巳,hae,勹巳,hae,GB0
匆,勹丶,hso,勹丶,hso,GB0
匈,勹乂凵,hcx,勹乂凵,hcx,GB0
匍,勹甫,hmt,勹甫,hmt,GB0
匏,大一巳,tfa,大一巳,tfa,GB0
匐,勹一田,hfn,勹一田,hfn,GB0
匕,匕,ib,匕,ib,GB0
化,亻匕,eib,亻匕,eib,GB0
北,丬匕,qib,丬匕,qib,GB0
匙,日一匕,jfi,日一匕,jfi,GB0
匚,匚,kv,匚,kv,GB0
匝,匚巾,krk,匚巾,krk,GB0
匠,匚斤,knm,匚斤,knm,GB0
匡,匚王,kme,匚王,kme,GB0
匣,匚甲,kna,匚甲,kna,GB0
匦,匚车九,kmw,匚车九,kmw,GB0
匪,匚非,kwi,匚非,kwi,GB0
匮,匚口贝,klz,匚口贝,klz,GB0
匹,兀乚,yeg,兀乚,yeg,GB0
区,匚乂,kci,匚乂,kci,GB0
医,匚矢,kqj,匚矢,kqj,GB0
匾,匚户冊,kqo,匚戶冊,kqo,GB0
匿,匚艹口,ksl,匚艹口,ksl,GB0
十,十,di,十,di,GB0
千,千,cr,千,cr,GB0
卅,卅,sk,卅,sk,GB0
升,丿卄,wsk,丿卄,wsk,GB0
午,𠂉十,wdi,𠂉十,wdi,GB0
卉,十卄,dsk,十卄,dsk,GB0
半,丷,qak,丷,qak,GB0
华,亻匕十,eid,亻匕十,eid,GB0
协,十力八,dwu,十力八,dwu,GB0
卑,十,gdi,十,gdi,GB0
卒,亠人十,ord,亠人十,ord,GB0
卓,卜早,cjv,卜早,cjv,GB0
单,丷日十,qjd,丷日十,qjd,GB0
卖,十乛大,dvt,十乛大,dvt,GB0
南,十冂十,dzd,十冂十,dzd,GB0
博,十甫寸,dma,十甫寸,dma,GB0
卜,卜,co,卜,co,GB0
卞,亠卜,oco,亠卜,oco,GB0
卟,口卜,lco,口卜,lco,GB0
占,卜口,cla,卜口,cla,GB0
卡,上卜,kco,上卜,kco,GB0
卢,卜尸,cbi,卜尸,cbi,GB0
卣,卜囗コ,cdb,卜囗コ,cdb,GB0
卤,卜囗乂,cdc,卜囗乂,cdc,GB0
卦,土土卜,ggc,土土卜,ggc,GB0
卧,臣卜,bco,臣卜,bco,GB0
卩,卩,xj,卩,xj,GB0
卫,卩一,xfi,卩一,xfi,GB0
卮,⺁一㔾,nfv,⺁一㔾,nfv,GB0
卯,卯,ia,卯,ia,GB0
印,一卩,ifx,一卩,ifx,GB0
危,⺈厂㔾,ykv,⺈厂㔾,ykv,GB0
即,彐厶卩,xkx,彐厶卩,xkx,GB0
却,土厶卩,gkx,土厶卩,gkx,GB0
卵,卯丶丶,ioo,卯丶丶,ioo,GB0
卷,丷夫㔾,qlv,丷夫㔾,qlv,GB0
卸,𠂉一卩,wfx,𠂉一卩,wfx,GB0
卺,乛水㔾,vvv,乛水㔾,vvv,GB0
