char,division,code,division_tw,code_tw,region
塚,土冖丶,gyo,土冖丶,gyo,GBK
塛,土西木,gzf,土西木,gzf,GBK
塜,土冖豕,gye,土冖豕,gye,GBK
塝,土亠方,goi,土亠方,goi,GBK
塟,艹一土,sfg,艹一土,sfg,GBK
塠,土𠂤辶,ggd,土𠂤辶,ggd,GBK
塡,土匕八,giu,土匕八,giu,GBK
塢,土烏,gtl,土烏,gtl,GBK
塣,氵口土,ilg,氵口土,ilg,GBK
塤,土口貝,glm,土口貝,glm,GBK
塦,阝車土,ccg,阝車土,ccg,GBK
塧,土䒑皿,gqc,土䒑皿,gqc,GBK
塨,土龷丶,gso,土龷丶,gso,GBK
塩,土𠂉皿,gwc,土𠂉皿,gwc,GBK
塪,土爪臼,gvh,土爪臼,gvh,GBK
塭,土日皿,gjc,土囗皿,gdc,GBK
塮,土身寸,gqa,土身寸,gqa,GBK
塯,土卯田,gin,土卯田,gin,GBK
塰,氵𠂉土,iwg,氵𠂉土,iwg,GBK
塱,丶彐土,oxg,丶彐土,oxg,GBK
塲,土𠂉,gws,土𠂉,gws,GBK
塳,土夊辶,ged,土夊辶,ged,GBK
塴,土山月,gjh,土山月,gjh,GBK
塵,鹿土,pgt,鹿土,pgt,GBK
塶,土鹿,gpw,土鹿,gpw,GBK
塷,土鹵,gqp,土鹵,gqp,GBK
塸,土匚口,gkl,土匚口,gkl,GBK
塹,車斤土,cng,車斤土,cng,GBK
塺,麻土,pgt,麻土,pgt,GBK
塻,土艹大,gst,土艹大,gst,GBK
塼,土寸,gca,土寸,gca,GBK
塽,土大乂,gtc,土大乂,gtc,GBK
塿,土口女,glo,土口女,glo,GBK
墂,土西示,gzg,土西示,gzg,GBK
墄,土戊小,gpk,土戊小,gpk,GBK
墆,土卌巾,gsr,土卌巾,gsr,GBK
墇,土立早,goj,土立早,goj,GBK
墈,土其力,gxw,土其力,gxw,GBK
墊,土䒑土,gqg,土䒑土,gqg,GBK
墋,土厶彡,gks,土厶彡,gks,GBK
墌,土广灬,gpm,土广灬,gpm,GBK
墍,白匕土,dig,白匕土,dig,GBK
墎,土阝,goc,土阝,goc,GBK
墏,爿月土,whg,爿月土,whg,GBK
墐,土革二,grp,土革二,grp,GBK
墑,土亠古,gob,土亠古,gob,GBK
墔,土山隹,gjz,土山隹,gjz,GBK
墕,土一灬,gfm,土一灬,gfm,GBK
墖,土合田,grn,土合田,grn,GBK
増,土丷日,gqj,土丷日,gqj,GBK
墘,土十乙,gdv,土十乙,gdv,GBK
墛,土尸寸,gba,土尸寸,gba,GBK
墜,阝䒑土,cqg,阝䒑土,cqg,GBK
墝,土土兀,ggy,土土兀,ggy,GBK
墠,土口十,gld,土口十,gld,GBK
墡,土羊口,gul,土羊口,gul,GBK
墢,土癶殳,gbq,土癶殳,gbq,GBK
墣,土业夫,gyl,土业夫,gyl,GBK
墤,土口貝,glm,土口貝,glm,GBK
墥,土立里,gon,土立里,gon,GBK
墦,土丿田,gwn,土丿田,gwn,GBK
墧,土夭口,gzl,土夭口,gzl,GBK
墪,子土,okg,子土,okg,GBK
墫,土丷寸,gqa,土丷寸,gqa,GBK
墬,阝土,crg,阝土,crg,GBK
墭,土戊皿,gpc,土戊皿,gpc,GBK
墮,阝土,csg,阝土,csg,GBK
墯,忄土,ysg,忄土,ysg,GBK
墰,土西早,gzj,土西早,gzj,GBK
墱,土癶䒑,gbq,土癶䒑,gbq,GBK
墲,土𠂉灬,gwm,土𠂉灬,gwm,GBK
墳,土十貝,gdm,土十貝,gdm,GBK
墴,土龷八,gsu,土艹八,gsu,GBK
墵,土雨厶,gzk,土雨厶,gzk,GBK
墶,土土辶,ggd,土土辶,ggd,GBK
墷,土艹龷,gss,土艹,gsa,GBK
墸,土艹日,gsj,土艹日,gsj,GBK
墹,土門日,grj,土門日,grj,GBK
墺,土大,grt,土大,grt,GBK
墻,土土口,ggl,土土口,ggl,GBK
墽,土白夊,gde,土白夊,gde,GBK
墾,豸艮土,xyg,豸艮土,xyg,GBK
墿,土罒十,gcd,土罒十,gcd,GBK
壀,土尸辛,gbo,土尸辛,gbo,GBK
壂,尸龷土,bsg,尸龷土,bsg,GBK
壃,土一一,gff,土一一,gff,GBK
壄,木予土,fcg,木予土,fcg,GBK
壆,臼乂土,hcg,臼乂土,hcg,GBK
壇,土亠一,gof,土亠一,gof,GBK
壈,土亠禾,gov,土亠禾,gov,GBK
壉,土虍豕,gke,土虍豕,gke,GBK
壊,土十𧘇,gdw,土十𧘇,gdw,GBK
壋,土尚田,gkn,土尚田,gkn,GBK
壌,土亠𧘇,gow,土亠𧘇,gow,GBK
壍,氵車土,icg,氵車土,icg,GBK
壎,土千黑,gcv,土千黑,gcv,GBK
壏,土臣皿,gbc,土臣皿,gbc,GBK
壐,一八土,fug,一八土,fug,GBK
壒,土艹皿,gsc,土艹皿,gsc,GBK
壓,厂日土,kjg,厂日土,kjg,GBK
壔,土士寸,gga,土士寸,gga,GBK
壖,土雨而,gzo,土雨而,gzo,GBK
壗,土肀皿,gxc,土肀皿,gxc,GBK
壘,田田土,nng,田田土,nng,GBK
壙,土广八,gpu,土广八,gpu,GBK
壚,土虍皿,gkc,土虍皿,gkc,GBK
壛,土門臼,grh,土門臼,grh,GBK
壜,土日厶,gjk,土日厶,gjk,GBK
壝,土口辶,gld,土口辶,gld,GBK
壞,土亠𧘇,gow,土亠𧘇,gow,GBK
壟,立月土,ohg,立月土,ohg,GBK
壠,土立,goc,土立,goc,GBK
壡,卜冖土,cyg,卜冖土,cyg,GBK
壢,土厂止,gkt,土厂止,gkt,GBK
壣,土耳丱,gtx,土耳丱,gtx,GBK
壥,土厂土,gkg,土厂土,gkg,GBK
壦,土艹隹,gsz,土卝隹,gsz,GBK
壧,土口夊,gle,土口夊,gle,GBK
壨,田田土,nng,田田土,nng,GBK
壩,土雨月,gzh,土雨月,gzh,GBK
壪,土言弓,gun,土糹弓,gyn,GBK
壭,士卩,gxj,士卩,gxj,GBK
壯,爿士,wgs,爿士,wgs,GBK
壱,士冖匕,gyi,士冖匕,gyi,GBK
売,士冖儿,gyq,士冖儿,gyq,GBK
壴,士口䒑,glq,士口䒑,glq,GBK
壵,士士士,ggg,士士士,ggg,GBK
壷,士冖一,gyf,士冖一,gyf,GBK
壸,士冖䒑,gyq,士冖䒑,gyq,GBK
壺,士冖,gyp,士冖,gyp,GBK
壻,土乛月,gvh,土乛月,gvh,GBK
壼,士冖,gyp,士冖,gyp,GBK
壽,士乛寸,gva,士乛寸,gva,GBK
壾,士口コ,glb,士口コ,glb,GBK
壿,士丷寸,gqa,士丷寸,gqa,GBK
夀,龶乛寸,gva,龶乛寸,gva,GBK
夁,士罒古,gcb,士罒古,gcb,GBK
夃,乃又,rbj,乃又,rbj,GBK
夅,夊ヰ,eak,夊ヰ,eak,GBK
夆,夊丰,ezn,夊丰,ezn,GBK
夈,夊米,eks,夊米,eks,GBK
変,亦夊,reu,亦夊,reu,GBK
夊,夊,eu,夊,eu,GBK
夋,厶八夊,kue,厶儿夊,kqe,GBK
夌,土八夊,gue,土儿夊,gqe,GBK
夎,人人夊,rre,人人夊,rre,GBK
夐,⺈冂夊,yze,⺈冂夊,yze,GBK
夑,言火夊,ume,言火夊,ume,GBK
夒,丆目夊,ume,丆目夊,ume,GBK
夓,丆目夊,ume,丆目夊,ume,GBK
夗,夕㔾,uvi,夕㔾,uvi,GBK
夘,夕卩,uxj,夕卩,uxj,GBK
夛,彐夕,xue,彐夕,xue,GBK
夝,夕生,ueh,夕生,ueh,GBK
夞,夕卜匕,uci,夕卜匕,uci,GBK
夠,夕夕口,uul,夕夕口,uul,GBK
夡,夕夕口,uul,夕夕口,uul,GBK
夢,艹罒夕,scu,卝罒夕,scu,GBK
夣,亠厶夕,oku,亠厶夕,oku,GBK
夦,其乚夕,xeu,其乚夕,xeu,GBK
夨,乚大,etj,乚大,etj,GBK
夬,コ人,brw,コ人,brw,GBK
夰,大,tus,大,tus,GBK
夲,大十,tdi,大十,tdi,GBK
夳,大二,tpr,大二,tpr,GBK
夵,大小,tkj,大小,tkj,GBK
夶,大大,ttj,大大,ttj,GBK
夻,大口,tla,大口,tla,GBK
夽,大二厶,tpk,大二厶,tpk,GBK
夾,大人人,trr,大人人,trr,GBK
夿,大巴,taj,大巴,taj,GBK
奀,不大,itj,不大,itj,GBK
奃,大丶,tio,大一,tif,GBK
奅,大卯,tia,大卯,tia,GBK
奆,大匚コ,tkb,大匚コ,tkb,GBK
奊,土土大,ggt,土土大,ggt,GBK
奌,卜口大,clt,卜口大,clt,GBK
奍,丷夫,qlu,丷夫,qlu,GBK
奐,⺈冂大,yzt,⺈冂大,yzt,GBK
奒,大亥,tda,大亥,tda,GBK
奓,大夕夕,tuu,大夕夕,tuu,GBK
奙,厶大电,kty,厶大电,kty,GBK
奛,大日月,tjh,大日月,tjh,GBK
奜,非大,wtj,非大,wtj,GBK
奝,大口,thl,大口,thl,GBK
奞,大隹,tzi,大隹,tzi,GBK
奟,大月月,thh,大月月,thh,GBK
奡,丆目,umu,丆目,umu,GBK
奣,一大月,fth,一大月,fth,GBK
奤,大面,tot,大面,tot,GBK
奦,予丿大,cwt,予丿大,cwt,GBK
奧,丿大,rwt,丿大,rwt,GBK
奨,丬爪大,qvt,丬爪大,qvt,GBK
奩,大匚口,tkl,大匚口,tkl,GBK
奪,大隹寸,tza,大隹寸,tza,GBK
奫,大氵一,tif,大氵一,tif,GBK
奬,爿月大,wht,爿月大,wht,GBK
奭,大丆日,tuj,大丆日,tuj,GBK
奮,大隹田,tzn,大隹田,tzn,GBK
奯,大止小,ttk,大止小,ttk,GBK
奰,罒罒大,cct,罒罒大,cct,GBK
奱,言糹大,uyt,糹言大,yut,GBK
奲,大耂十,tgd,大耂十,tgd,GBK
奵,女丁,oag,女丁,oag,GBK
奷,女千,ocr,女千,ocr,GBK
奺,女⺈丶,oyo,女⺈丶,oyo,GBK
奻,女女,ooh,女女,ooh,GBK
奼,女丿七,owa,女丿七,owa,GBK
奾,女山,oju,女山,oju,GBK
奿,九丶女,woo,九丶女,woo,GBK
妀,己女,aoh,己女,aoh,GBK
妅,女工,opj,女工,opj,GBK
妉,女冖儿,oyq,女冖儿,oyq,GBK
妋,女夫,olv,女夫,olv,GBK
妌,女二,opu,女二,opu,GBK
妎,女人,oru,女人,oru,GBK
妏,女文,oxp,女文,oxp,GBK
妐,女八厶,ouk,女八厶,ouk,GBK
妑,女巴,oaj,女巴,oaj,GBK
妔,女亠几,ooq,女亠几,ooq,GBK
妕,女口丨,olz,女口丨,olz,GBK
妘,女二厶,opk,女二厶,opk,GBK
妚,女不,oiv,女不,oiv,GBK
妛,屮一女,xfo,屮一女,xfo,GBK
妜,女コ人,obr,女コ人,obr,GBK
妝,爿女,woh,爿女,woh,GBK
妟,日女,joh,日女,joh,GBK
妠,女冂人,ozr,女冂入,ozs,GBK
妡,女斤,onm,女斤,onm,GBK
妢,女八刀,oud,女八刀,oud,GBK
妦,女丰,ozn,女丰,ozn,GBK
妧,女一兀,ofy,女一兀,ofy,GBK
妬,女石,ouh,女石,ouh,GBK
妭,女丶,oso,女丶,oso,GBK
妰,女𠂉,owc,女𠂉,owc,GBK
妱,女刀口,odl,女刀口,odl,GBK
妳,女⺈小,oyk,女⺈小,oyk,GBK
妴,夕㔾女,uvo,夕㔾女,uvo,GBK
妵,女丶王,oom,女丶王,oom,GBK
妶,女亠幺,oou,女亠幺,oou,GBK
妷,女丿夫,owl,女丿夫,owl,GBK
妸,女丁口,oal,女丁口,oal,GBK
妺,女末,osm,女末,osm,GBK
妼,女心丿,ogw,女心丿,ogw,GBK
妽,女申,oys,女申,oys,GBK
妿,力口女,wlo,力口女,wlo,GBK
姀,女禾,ovn,女禾,ovn,GBK
姁,女勹口,ohl,女勹口,ohl,GBK
姂,女丿之,owd,女丿之,owd,GBK
姃,女一止,oft,女一止,oft,GBK
姄,女巳七,oaa,女巳七,oaa,GBK
姅,女丷,oqa,女丷,oqa,GBK
姇,亻寸女,eao,亻寸女,eao,GBK
姈,女人マ,orb,女人マ,orb,GBK
姉,女一巾,ofr,女亠巾,oor,GBK
姌,女冂土,ozg,女冂土,ozg,GBK
姍,女冊,ooz,女冊,ooz,GBK
姎,女冂大,ozt,女冂大,ozt,GBK
姏,女卄二,osp,女卄二,osp,GBK
姕,止匕女,tio,止匕女,tio,GBK
姖,女匚コ,okb,女匚コ,okb,GBK
姙,女亻壬,oec,女亻壬,oec,GBK
姛,女冂口,ozl,女冂口,ozl,GBK
姞,女士口,ogl,女士口,ogl,GBK
姟,女亥,oda,女亥,oda,GBK
姠,女向,ors,女向,ors,GBK
姡,女舌,olg,女舌,olg,GBK
姢,女厶月,okh,女厶月,okh,GBK
姤,女⺁口,onl,女⺁口,onl,GBK
姦,女女女,ooo,女女女,ooo,GBK
姧,女女干,oon,女女干,oon,GBK
姩,女𠂉ヰ,owa,女𠂉ヰ,owa,GBK
姪,女至,ohz,女至,ohz,GBK
姫,女臣,obs,女臣,obs,GBK
姭,力力女,wwo,力力女,wwo,GBK
姮,女一一,off,女一一,off,GBK
姯,女小兀,oky,女小兀,oky,GBK
姰,女勹日,ohj,女勹日,ohj,GBK
姱,女大丂,otu,女大丂,otu,GBK
姲,女宀女,oho,女宀女,oho,GBK
姳,女夕口,oul,女夕口,oul,GBK
姴,一夕女,fuo,一夕女,fuo,GBK
姵,女几巾,oqr,女几巾,oqr,GBK
姶,女合,orh,女合,orh,GBK
姷,女月,osh,女月,osh,GBK
姸,女干干,onn,女干干,onn,GBK
姺,女⺧儿,otq,女⺧儿,otq,GBK
姼,女夕夕,ouu,女夕夕,ouu,GBK
姽,女⺈㔾,oyv,女⺈㔾,oyv,GBK
姾,女人王,orm,女入王,osm,GBK
娀,女戈,ops,女戈,ops,GBK
娂,女龷八,osu,女龷八,osu,GBK
娊,女見,omr,女見,omr,GBK
娋,女小月,okh,女小月,okh,GBK
娍,女戊乛,opv,女戊乛,opv,GBK
娎,扌斤女,ano,扌斤女,ano,GBK
娏,女尤彡,obs,女尤彡,obs,GBK
娐,女爪子,ovk,女爪子,ovk,GBK
娒,女𠂉母,owr,女𠂉母,owr,GBK
娔,女古儿,obq,女古儿,obq,GBK
娕,女木口,ofl,女木口,ofl,GBK
娖,女足,obn,女足,obn,GBK
娗,女壬廴,ocy,女壬廴,ocy,GBK
娙,女一工,ofp,女一工,ofp,GBK
娚,女田力,onw,女田力,onw,GBK
娛,女口大,olt,女口大,olt,GBK
娝,女不口,oil,女不口,oil,GBK
娞,女爪女,ovo,女爪女,ovo,GBK
娡,女士心,ogg,女士心,ogg,GBK
娢,女人口,orl,女人口,orl,GBK
娤,爿士女,wgo,爿士女,wgo,GBK
娦,女斤八,onu,女斤八,onu,GBK
娧,女丷儿,oqq,女八儿,ouq,GBK
娨,女日干,ojn,女日干,ojn,GBK
娪,女一口,ofl,女一口,ofl,GBK
娫,女丿廴,owy,女丿廴,owy,GBK
娬,女一止,oft,女一止,oft,GBK
娭,女厶矢,okq,女厶矢,okq,GBK
娮,女言,oui,女言,oui,GBK
娯,女口八,olu,女口八,olu,GBK
娰,女亻人,oer,女亻人,oer,GBK
娳,女禾刂,ovx,女禾刂,ovx,GBK
娵,女耳又,otb,女耳又,otb,GBK
娷,女壬龷,ocs,女千二,ocp,GBK
娸,女其,oxi,女其,oxi,GBK
娹,女弓幺,onu,女弓幺,onu,GBK
娺,女又又,obb,女又又,obb,GBK
娻,女木日,ofj,女木日,ofj,GBK
娽,女彐水,oxv,女彑水,orv,GBK
娾,女厂土,okg,女厂土,okg,GBK
娿,阝丁女,cao,阝丁女,cao,GBK
婁,口十女,ldo,口十女,ldo,GBK
婂,女白巾,odr,女白巾,odr,GBK
婃,女宀示,ohg,女宀示,ohg,GBK
婄,女立口,ool,女立口,ool,GBK
婅,女勹米,ohk,女勹米,ohk,GBK
婇,女爪木,ovf,女爪木,ovf,GBK
婈,女土夊,oge,女土夊,oge,GBK
婋,女虎,oku,女虎,oku,GBK
婌,女上又,okb,女上又,okb,GBK
婍,女大口,otl,女大口,otl,GBK
婎,女隹,ozi,女隹,ozi,GBK
婏,女⺈丶,oyo,女⺈丶,oyo,GBK
婐,女日木,ojf,女日木,ojf,GBK
婑,女禾女,ovo,女禾女,ovo,GBK
婒,女火火,omm,女火火,omm,GBK
婓,非女,woh,非女,woh,GBK
婔,女非,owi,女非,owi,GBK
婖,女一丶,ofo,女一丶,ofo,GBK
婗,女臼儿,ohq,女臼儿,ohq,GBK
婘,女丷㔾,oqv,女丷㔾,oqv,GBK
婙,女⺈亅,oyv,女爪亅,ovv,GBK
婛,女小,ook,女小,ook,GBK
婜,臣又女,bbo,臣又女,bbo,GBK
婝,女宀龰,oht,女宀龰,oht,GBK
婞,女土十,ogd,女土十,ogd,GBK
婟,女囗古,odb,女囗古,odb,GBK
婠,女宀コ,ohb,女宀コ,ohb,GBK
婡,女來,oej,女來,oej,GBK
婣,女片一,owf,女片一,owf,GBK
婤,女口,ohl,女口,ohl,GBK
婥,女卜早,ocj,女卜早,ocj,GBK
婦,女彐巾,oxr,女彐巾,oxr,GBK
婨,女人冊,oro,女人冊,oro,GBK
婩,女山干,ojn,女山干,ojn,GBK
婫,女日匕,oji,女日匕,oji,GBK
婬,女爪壬,ovc,女爪壬,ovc,GBK
婭,女一,ofp,女一,ofp,GBK
婮,女尸古,obb,女尸古,obb,GBK
婯,一女,fzo,一女,fzo,GBK
婰,女冂八,ozu,女冂八,ozu,GBK
婱,弓亠女,noo,弓亠女,noo,GBK
婲,女艹匕,osi,女艹匕,osi,GBK
婳,女一凵,ofx,女一凵,ofx,GBK
婸,女日,ojs,女日,ojs,GBK
婹,女西女,ozo,女西女,ozo,GBK
婻,女十十,odd,女十十,odd,GBK
婼,女艹口,osl,女艹口,osl,GBK
婽,女尸又,obb,女尸又,obb,GBK
婾,女入巜,osp,女人巜,orp,GBK
媀,女禺,oja,女禺,oja,GBK
媁,女韋,ojg,女韋,ojg,GBK
媂,女亠巾,oor,女亠巾,oor,GBK
媃,女予木,ocf,女予木,ocf,GBK
媄,女羊大,out,女羊大,out,GBK
媅,女其乚,oxe,女其乚,oxe,GBK
媆,女而大,oot,女而大,oot,GBK
媇,女立木,oof,女立木,oof,GBK
媈,女冖車,oyc,女冖車,oyc,GBK
媉,女尸至,obh,女尸至,obh,GBK
媊,女䒑刂,oqx,女䒑刂,oqx,GBK
媋,女𡗗日,oej,女𡗗日,oej,GBK
媌,女艹田,osn,女艹田,osn,GBK
媍,女⺈貝,oym,女⺈貝,oym,GBK
媎,女耂日,ogj,女耂日,ogj,GBK
媏,女山而,ojo,女山而,ojo,GBK
媐,臣巳女,bao,臣巳女,bao,GBK
媑,女千里,ocn,女千里,ocn,GBK
媓,女白王,odm,女白王,odm,GBK
媔,女面,oot,女面,oot,GBK
媕,女合卄,ors,女合卄,ors,GBK
媖,女艹大,ost,女艹大,ost,GBK
媗,女宀一,ohf,女宀一,ohf,GBK
媘,女匕白,oid,女匕白,oid,GBK
媙,女戊女,opo,女戊女,opo,GBK
媜,女卜貝,ocm,女卜貝,ocm,GBK
媝,禾火女,vmo,禾火女,vmo,GBK
媞,女日龰,ojt,女日龰,ojt,GBK
媟,女世木,ogf,女世木,ogf,GBK
媠,女月,osh,女月,osh,GBK
媡,女木丷,ofq,女木丷,ofq,GBK
媢,女冂目,ozm,女冂目,ozm,GBK
媣,女氵木,oif,女氵木,oif,GBK
媤,女田心,ong,女田心,ong,GBK
媥,女户冊,oqo,女戶冊,oqo,GBK
媦,女田月,onh,女田月,onh,GBK
媧,女咼,ovn,女咼,ovn,GBK
媨,女丷酉,oqz,女丷酉,oqz,GBK
媩,女古月,obh,女古月,obh,GBK
媫,女卜龰,oct,女卜龰,oct,GBK
媬,女亻木,oef,女亻木,oef,GBK
媭,彡丆女,suo,彡丆女,suo,GBK
媮,女人刂,orx,女人刂,orx,GBK
媯,女丶,oos,女丶,oos,GBK
媰,女勹屮,ohx,女勹屮,ohx,GBK
媱,女爪缶,ovq,女月缶,ohq,GBK
媴,女土𧘇,ogw,女土𧘇,ogw,GBK
媶,女艹耳,ost,女艹耳,ost,GBK
媷,女辰寸,opa,女辰寸,opa,GBK
媹,女卯田,oin,女卯田,oin,GBK
媺,女山夊,oje,女山夊,oje,GBK
媻,舟殳女,cqo,舟殳女,cqo,GBK
媼,女囗皿,odc,女囗皿,odc,GBK
媽,女馬,ojr,女馬,ojr,GBK
媿,女鬼,ogm,女鬼,ogm,GBK
嫀,女𡗗禾,oev,女𡗗禾,oev,GBK
嫃,女十八,odu,女十八,odu,GBK
嫄,女厂小,okk,女厂小,okk,GBK
嫅,女羊工,oup,女羊工,oup,GBK
嫆,女穴口,ohl,女穴口,ohl,GBK
嫇,女冖八,oyu,女冖八,oyu,GBK
嫈,火火女,mmo,火火女,mmo,GBK
嫊,女龶糸,ogy,女龶糸,ogy,GBK
嫋,女弓二,onp,女弓二,onp,GBK
嫍,女爪臼,ovh,女爪臼,ovh,GBK
嫎,女亠方,ooi,女亠方,ooi,GBK
嫏,女丶阝,ooc,女丶阝,ooc,GBK
嫐,女田女,ono,女田女,ono,GBK
嫑,不西女,izo,不西女,izo,GBK
嫓,女⺈匕,oyi,女⺈匕,oyi,GBK
嫕,女匚心,okg,女匚心,okg,GBK
嫗,女匚口,okl,女匚口,okl,GBK
嫙,女方龰,oit,女方龰,oit,GBK
嫚,女日又,ojb,女冂又,ozb,GBK
嫛,匚矢女,kqo,匚矢女,kqo,GBK
嫝,女广水,opv,女广水,opv,GBK
嫞,女广月,oph,女广月,oph,GBK
嫟,女匚口,okl,女匚口,okl,GBK
嫢,夫見女,lmo,夫見女,lmo,GBK
嫤,女革二,orp,女革二,orp,GBK
嫥,女寸,oca,女寸,oca,GBK
嫧,女龶貝,ogm,女龶貝,ogm,GBK
嫨,女卄夫,osl,女卄夫,osl,GBK
嫪,女习彡,oqs,女习彡,oqs,GBK
嫬,女广灬,opm,女广灬,opm,GBK
嫭,女虍,okj,女虍,okj,GBK
嫮,女雨丂,ozu,女雨丂,ozu,GBK
嫯,龶勹女,gho,士方女,gio,GBK
嫰,女木欠,ofn,女木欠,ofn,GBK
嫲,女麻,opa,女麻,opa,GBK
嫳,丷巾女,qro,丷巾女,qro,GBK
嫴,女古辛,obo,女古辛,obo,GBK
嫵,女𠂉灬,owm,女𠂉灬,owm,GBK
嫶,女隹灬,ozm,女隹灬,ozm,GBK
嫷,女阝月,och,女阝月,och,GBK
嫸,女羊口,oul,女羊口,oul,GBK
嫹,女龷八,osu,女艹八,osu,GBK
嫺,女門月,orh,女門月,orh,GBK
嫻,女門木,orf,女門木,orf,GBK
嫼,女黑,ovh,女黑,ovh,GBK
嫽,女大小,otk,女大小,otk,GBK
嫾,女米ヰ,oka,女米ヰ,oka,GBK
嫿,女彐一,oxf,女彐一,oxf,GBK
嬀,女爪,ovs,女爪,ovs,GBK
嬁,女癶䒑,obq,女癶䒑,obq,GBK
嬂,女立戈,oop,女立戈,oop,GBK
嬃,彡丆女,suo,彡丆女,suo,GBK
嬄,女士䒑,ogq,女士䒑,ogq,GBK
嬅,女艹龷,oss,女艹,osa,GBK
嬆,女合习,orq,女合习,orq,GBK
嬇,女口貝,olm,女口貝,olm,GBK
嬈,女土兀,ogy,女土兀,ogy,GBK
嬊,卄一女,sfo,卄一女,sfo,GBK
嬋,女口十,old,女口十,old,GBK
嬌,女夭口,ozl,女夭口,ozl,GBK
嬍,女山夊,oje,女山夊,oje,GBK
嬎,女⺈生,oye,女⺈生,oye,GBK
嬏,女丿田,own,女丿田,own,GBK
嬐,女僉,ord,女僉,ord,GBK
嬑,女立心,oog,女立心,oog,GBK
嬒,女人日,orj,女人日,orj,GBK
嬓,女白夊,ode,女白夊,ode,GBK
嬔,女⺈生,oye,女⺈生,oye,GBK
嬕,女罒十,ocd,女罒十,ocd,GBK
嬘,女䒑辶,oqd,女䒑辶,oqd,GBK
嬙,女土口,ogl,女土口,ogl,GBK
嬚,女广八,opu,女广八,opu,GBK
嬛,女罒𧘇,ocw,女罒𧘇,ocw,GBK
嬜,立日女,ojo,立日女,ojo,GBK
嬝,女𧘇,otw,女𧘇,otw,GBK
嬞,女艹里,osn,女艹里,osn,GBK
嬟,女羊戈,oup,女羊戈,oup,GBK
嬠,女口木,olf,女口木,olf,GBK
嬡,女爪夊,ove,女爪夊,ove,GBK
嬢,女亠𧘇,oow,女亠𧘇,oow,GBK
嬣,女宀丁,oha,女宀丁,oha,GBK
嬤,女麻幺,opu,女麻幺,opu,GBK
嬥,女习隹,oqz,女习隹,oqz,GBK
嬦,女士寸,oga,女士寸,oga,GBK
嬧,女肀皿,oxc,女肀皿,oxc,GBK
嬨,女䒑心,oqg,女䒑心,oqg,GBK
嬩,女臼八,ohu,女臼八,ohu,GBK
嬪,女宀貝,ohm,女宀貝,ohm,GBK
嬫,女火木,omf,女火木,omf,GBK
嬬,女雨而,ozo,女雨而,ozo,GBK
嬭,女一乂,ofc,女一乂,ofc,GBK
嬮,厂日女,kjo,厂日女,kjo,GBK
嬯,女士至,ogh,女士至,ogh,GBK
嬰,貝貝女,mmo,貝貝女,mmo,GBK
嬱,氵車女,ico,氵車女,ico,GBK
嬳,女艹又,osb,女卝又,osb,GBK
嬵,女糹巾,oyr,女糹巾,oyr,GBK
嬶,女自丌,omr,女自丌,omr,GBK
嬸,女宀田,ohn,女宀田,ohn,GBK
嬹,女臼八,ohu,女臼八,ohu,GBK
嬺,女匚心,okg,女匚心,okg,GBK
嬻,女士貝,ogm,女士貝,ogm,GBK
嬼,女卯刂,oix,女卯刂,oix,GBK
嬽,女罒大,oct,女罒大,oct,GBK
嬾,女木貝,ofm,女木貝,ofm,GBK
嬿,女卄灬,osm,女卄灬,osm,GBK
孁,雨口女,zlo,雨口女,zlo,GBK
孂,女竹皿,owc,女竹皿,owc,GBK
孃,女𧘇,oow,女𧘇,oow,GBK
孄,女門丷,orq,女門丷,orq,GBK
孅,女人一,orf,女人一,orf,GBK
孆,女貝女,omo,女貝女,omo,GBK
孇,女隹又,ozb,女隹又,ozb,GBK
孈,女山口,ojl,女山口,ojl,GBK
孉,女艹隹,osz,女卝隹,osz,GBK
孊,女麻非,opw,女麻非,opw,GBK
孋,女一鹿,ofp,女一鹿,ofp,GBK
孌,言糹女,uyo,糹言女,yuo,GBK
孍,女口夊,ole,女口夊,ole,GBK
孎,女尸虫,obm,女尸虫,obm,GBK
孏,女艹丷,osq,女艹丷,osq,GBK
孒,了一,kfi,了一,kfi,GBK
孖,子子,kkv,子子,kkv,GBK
孞,子心,kgp,子心,kgp,GBK
孠,乛一子,vfk,乛一子,vfk,GBK
孡,子厶口,kkl,子厶口,kkl,GBK
孧,幺力子,uwk,幺力子,uwk,GBK
孨,子子子,kkk,子子子,kkk,GBK
孫,子丿糸,kwy,子丿糸,kwy,GBK
孭,子貝,kmf,子貝,kmf,GBK
孮,子宀示,khg,子宀示,khg,GBK
孯,臣又子,bbk,臣又子,bbk,GBK
孲,子一,kfp,子一,kfp,GBK
孴,子子日,kkj,子子日,kkj,GBK
孶,艹幺子,suk,艹幺子,suk,GBK
孷,未夊子,sek,未夊子,sek,GBK
學,臼乂子,hck,臼乂子,hck,GBK
孹,尸口子,blk,尸口子,blk,GBK
孻,子肀皿,kxc,子肀皿,kxc,GBK
孼,屮𠂤子,xgk,屮𠂤子,xgk,GBK
孾,子貝女,kmo,子貝女,kmo,GBK
孿,言糹子,uyk,糹言子,yuk,GBK
宂,宀几,hqh,宀儿,hqr,GBK
宆,宀弓,hno,宀弓,hno,GBK
宊,宀犬,hxo,宀犬,hxo,GBK
宍,宀亠八,hou,宀亠八,hou,GBK
