char,division,code,quick_simp,quick_trad,region,details
𬶎,鱼艹卩,QSXj,,,CJK-E,
𬶏,鱼冖厂乙,QYSV,,,CJK-E,
𬶐,鱼儿二二,QQSS,,,CJK-E,
𬶑,鱼大辶,QGPo,,,CJK-E,
𬶒,鱼山人乙,QJTV,,,CJK-E,
𬶓,鱼壬廴,QEXn,,,CJK-E,
𬶔,鱼口,QWLv,,,CJK-E,鱼⺧口
𬶕,鱼丷弓丿,QUVQ,,,CJK-E,
𬶖,鱼大电,QGKd,,,CJK-E,
𬶗,鱼艹冖力,QSYX,,,CJK-E,
𬶘,鱼日卯,QJTa,,,CJK-E,
𬶙,鱼爪冖又,QEYB,,,CJK-E,
𬶚,鱼月卩又,QWXB,,,CJK-E,
𬶛,鱼丷日十,QUJD,,,CJK-E,
𬶜,鱼立口,QILv,,,CJK-E,
𬶝,鱼宀夕乙,QORV,,,CJK-E,
𬶞,鱼古月,QDWv,,,CJK-E,
𬶟,鱼木口刂,QFLM,,,CJK-E,
𬶠,鱼木囗丷,QFNU,,,CJK-E,
𬶡,鱼龶母,QHBm,,,CJK-E,
𬶢,鱼日生,QJWg,,,CJK-E,
𬶣,鱼羊工,QUFo,,,CJK-E,
𬶤,鱼亠丷巾,QOUM,,,CJK-E,
𬶥,鱼亦弓,QPVo,,,CJK-E,
𬶦,鱼方子,QOQB,,,CJK-E,鱼方{丿一同竹}子
𬶧,鱼矛木,QXFv,,,CJK-E,
𬶨,彐厶匚鱼,XVGQ,,,CJK-E,
𬶩,鱼日宀女,QJOC,,,CJK-E,
𬶪,鱼䒑屮辶,QUXP,,,CJK-E,鱼䒑{屮同凵}辶
𬶫,鱼龷由八,QSKT,,,CJK-E,
𬶬,鱼虍〢䒑,QMNU,,,CJK-E,鱼{虎头同虎}〢䒑
𬶭,鱼示,QWHs,,,CJK-E,鱼{祭上同月}示
𬶮,鱼士口口,QHLL,,,CJK-E,
𬶯,鱼艹日木,QSJF,,,CJK-E,
𬶰,鱼尚手,QNTu,,,CJK-E,
𬶱,鱼日亠小,QJOM,,,CJK-E,
𬶲,鱼冖口豕,QYLD,,,CJK-E,
𬶳,鱼鱼日,QQJv,,,CJK-E,
𬶴,鱼䒑〢日,QUNJ,,,CJK-E,
𬶵,鱼罒一𧘇,QMFW,,,CJK-E,
𬶶,鱼广䒑八,QUUT,,,CJK-E,
𬶷,鱼罒水欠,QMKE,,,CJK-E,
𬶸,鱼十戈一,QDGF,,,CJK-E,
𬶹,鱼一未寸,QFHA,,,CJK-E,
𬶺,鱼艹口隹,QSLW,,,CJK-E,
𬶻,鱼雨革月,QDGW,,,CJK-E,
𬶼,了鳥,VRol,,,CJK-E,
𬶽,鳥卄,RSvo,,,CJK-E,
𬶾,鳥寸,RAco,,,CJK-E,
𬶿,弓鳥,VRoo,,,CJK-E,
𬷀,鳥又,RSBu,,,CJK-E,鳥{右頭}又
𬷁,戈鳥,GRog,,,CJK-E,
𬷂,乂十鳥,WDRo,,,CJK-E,
𬷃,片鳥,TRop,,,CJK-E,
𬷄,⺀十鳥,SDRo,,,CJK-E,{两点同二}十鳥
𬷅,鳥冂大,RKGd,,,CJK-E,
𬷆,鳥冂土,RKHv,,,CJK-E,
𬷇,冂土鳥,KHRo,,,CJK-E,
𬷈,亻弋鳥,EGRo,,,CJK-E,
𬷉,亻工鳥,EFRo,,,CJK-E,
𬷊,鳥瓜,RQuo,,,CJK-E,
𬷋,鳥宀丁,ROAn,,,CJK-E,
𬷌,宀丁鳥,OARo,,,CJK-E,
𬷍,鳥冂一口,RKFL,,,CJK-E,
𬷎,一口鳥,EFLR,,,CJK-E,{𠂆同斤}一口鳥
𬷏,人止鳥,TNRo,,,CJK-E,
𬷐,鳥亠𧘇,ROWy,,,CJK-E,
𬷑,女口鳥,CLRo,,,CJK-E,
𬷒,又又又鳥,BBBR,,,CJK-E,
𬷓,鳥豕,RDso,,,CJK-E,
𬷔,镸鳥,HRoa,,,CJK-E,{镸同長}鳥
𬷕,甫鸟,FYau,,,CJK-E,
𬷖,冖口儿鳥,YLQR,,,CJK-E,
𬷗,亻丶王鳥,EOGR,,,CJK-E,
𬷘,彳壬鳥,RERo,,,CJK-E,
𬷙,氵小丿鳥,IMQR,,,CJK-E,
𬷚,宀厶鳥,OSVR,,,CJK-E,宀{右頭}厶鳥
𬷛,丶丌䒑鳥,OAUR,,,CJK-E,
𬷜,鳥一戈止,RFGN,,,CJK-E,
𬷝,大示鳥,GHRo,,,CJK-E,
𬷞,木木鳥,FFRo,,,CJK-E,
𬷟,鳥戈戈,RGGg,,,CJK-E,
𬷠,月木鳥,WFRo,,,CJK-E,
𬷡,宀尸コ鳥,OBBR,,,CJK-E,宀尸{コ同又}鳥
𬷢,貝鳥,DMRo,,,CJK-E,{丆同石}貝鳥
𬷣,鳥風,RRfo,,,CJK-E,
𬷤,爪丁口鳥,EALR,,,CJK-E,
𬷥,鳥凡臼,RQRj,,,CJK-E,
𬷦,亠日小鳥,OJMR,,,CJK-E,
𬷧,方皿鳥,OMRo,,,CJK-E,
𬷨,辰寸鳥,SARo,,,CJK-E,
𬷩,隹又鳥,WBRo,,,CJK-E,
𬷪,鳥二臼,RTSR,,,CJK-E,鳥{介下同八}二臼
𬷫,示申鳥,HKRo,,,CJK-E,
𬷬,宀豕鳥,ODRo,,,CJK-E,
𬷭,女丿扌鳥,CQAR,,,CJK-E,
𬷮,土儿土鳥,HQHR,,,CJK-E,
𬷯,氵隹鳥,IWRo,,,CJK-E,
𬷰,鳥巛日木,RVJF,,,CJK-E,
𬷱,王文王鳥,GPGR,,,CJK-E,
𬷲,走戈乚鳥,DGXR,,,CJK-E,
𬷳,女巳七鳥,CXAR,,,CJK-E,
𬷴,人一月鳥,TFWR,,,CJK-E,
𬷵,立朩斤鳥,IFER,,,CJK-E,
𬷶,亠囗口鳥,ONLR,,,CJK-E,
𬷷,火火冖鳥,UUYR,,,CJK-E,
𬷸,鳥食爪女,RYEC,,,CJK-E,
𬷹,艹隹灬鳥,SWUR,,,CJK-E,
𬷺,冖用广鳥,YTUR,,,CJK-E,
𬷻,鸟乚,YXia,,,CJK-E,
𬷼,儿鸟,QYar,,,CJK-E,
𬷽,鸟了,YVla,,,CJK-E,
𬷾,工鸟,FYao,,,CJK-E,
𬷿,鸟人人,YTTe,,,CJK-E,
𬸀,文鸟,PYae,,,CJK-E,
𬸁,瓦鸟,AYaw,,,CJK-E,
𬸂,丁口鸟,ALYa,,,CJK-E,
𬸃,王丶鸟,GOYa,,,CJK-E,
𬸄,尤丿鸟,DQYa,,,CJK-E,
𬸅,冖彐鸟,YXYa,,,CJK-E,
𬸆,生鸟,WYag,,,CJK-E,
𬸇,力口鸟,XLYa,,,CJK-E,
𬸈,至鸟,HYak,,,CJK-E,
𬸉,工乙乂鸟,FVWY,,,CJK-E,
𬸊,亻壬鸟,EEYa,,,CJK-E,
𬸋,牜匕鸟,WRYa,,,CJK-E,
𬸌,乂朩鸟,WFYa,,,CJK-E,
𬸍,丰寸鸟,DAYa,,,CJK-E,
𬸎,禾刂鸟,RMYa,,,CJK-E,
𬸏,丶艮鸟,OVYa,,,CJK-E,
𬸐,广木鸟,UFYa,,,CJK-E,
𬸑,丷口儿鸟,ULQY,,,CJK-E,
𬸒,鸟其,YDqa,,,CJK-E,
𬸓,匚儿匚鸟,GQGY,,,CJK-E,
𬸔,木八厶鸟,FTVY,,,CJK-E,
𬸕,贝贝鸟,KKYa,,,CJK-E,
𬸖,火火鸟,UUYa,,,CJK-E,
𬸗,彐水鸟,XKYa,,,CJK-E,
𬸘,匚日女鸟,GJCY,,,CJK-E,
𬸙,目小丿鸟,MMQY,,,CJK-E,
𬸚,犭讠犬鸟,ROSY,,,CJK-E,
𬸛,白王鸟,EGYa,,,CJK-E,
𬸜,户冊鸟,ONYa,,,CJK-E,
𬸝,立日鸟,IJYa,,,CJK-E,
𬸞,米女鸟,PCYa,,,CJK-E,
𬸟,尸至鸟,BHYa,,,CJK-E,
𬸠,丁口丁鸟,ALAY,,,CJK-E,
𬸡,〢皿鸟,NQMY,,,CJK-E,〢{⺮右同竹}皿鸟
𬸢,白大十鸟,EGDY,,,CJK-E,
𬸣,宀八鸟,OSTY,,,CJK-E,宀{冓上同艹}八鸟
𬸤,覀示鸟,DHYa,,,CJK-E,
𬸥,𡗗臼鸟,GRYa,,,CJK-E,
𬸦,方矢鸟,OQQY,,,CJK-E,方{丿一同竹}矢鸟
𬸧,卄一口鸟,SFLY,,,CJK-E,
𬸨,其欠鸟,DEYa,,,CJK-E,
𬸩,米大鸟,RPGY,,,CJK-E,{囟框同向}米大鸟
𬸪,丿米田鸟,QPJY,,,CJK-E,
𬸫,亠口子鸟,OLBY,,,CJK-E,
𬸬,士冖一鸟,HYFY,,,CJK-E,
𬸭,艹日鸟,SJWY,,,CJK-E,艹日{⼓同月}鸟
𬸮,艹癶一鸟,SBFY,,,CJK-E,艹{登上同又}一鸟
𬸯,尸口辛鸟,BLOY,,,CJK-E,
𬸰,雨隹鸟,DWYa,,,CJK-E,
𬸱,目目隹鸟,MMWY,,,CJK-E,
𬸲,鹵匕匕,KRRi,,,CJK-E,
𬸳,鹵見,KMxl,,,CJK-E,
𬸴,鹵亠囗禾,KONR,,,CJK-E,
𬸵,卜囗乂口,MNWL,,,CJK-E,
𬸶,卜囗乂日,MNWJ,,,CJK-E,
𬸷,卜囗乂大,MNWG,,,CJK-E,
𬸸,卜囗乂冊,MNWN,,,CJK-E,
𬸹,卜囗乂夂,MNWE,,,CJK-E,
𬸺,鹿乙,IVil,,,CJK-E,
𬸻,鹿斤,IEjl,,,CJK-E,
𬸼,尸匕鹿,BRIl,,,CJK-E,
𬸽,鹿耳,IArl,,,CJK-E,
𬸾,鹿文,IPTb,,,CJK-E,鹿文{介下同八}
𬸿,鹿人人木,ITTF,,,CJK-E,
𬹀,鹿艹亡,ISUQ,,,CJK-E,鹿艹亡{荒下同儿}
𬹁,鹿广彐丨,IUXN,,,CJK-E,
𬹂,來夂龷八,DEST,,,CJK-E,
𬹃,來夂口,DEDL,,,CJK-E,來夂{丆同石}口
𬹄,來夂艹米,DESP,,,CJK-E,
𬹅,龶夂丿,HEAQ,,,CJK-E,龶夂{于下}丿
𬹆,龶夂龷八,HEST,,,CJK-E,
𬹇,龶夂十子,HEDB,,,CJK-E,
𬹈,龶夂小月,HEMW,,,CJK-E,
𬹉,龶夂宀兀,HEOH,,,CJK-E,
𬹊,龶夂其,HEDq,,,CJK-E,
𬹋,龶夂日匕,HEJR,,,CJK-E,
𬹌,龶夂人心,HETY,,,CJK-E,
𬹍,龶夂艹大,HESG,,,CJK-E,
𬹎,龶夂羊口,HEUL,,,CJK-E,
𬹏,麻文口,PPLv,,,CJK-E,
𬹐,艹二由凡,SSKQ,,,CJK-E,
𬹑,龷由八土,SKTH,,,CJK-E,
𬹒,白白龷八,EEST,,,CJK-E,
𬹓,龷由八心,SKTY,,,CJK-E,
𬹔,〢又禾水,NBRK,,,CJK-E,
𬹕,黑卜贝,NMKb,,,CJK-E,
𬹖,黑冖𧘇,NYWy,,,CJK-E,
𬹗,黑一米,NFPm,,,CJK-E,
𬹘,黑丷夫马,NUGX,,,CJK-E,
𬹙,十且八黑,DMTN,,,CJK-E,
𬹚,黑止虫,NNKv,,,CJK-E,
𬹛,黑艹罒丶,NSMO,,,CJK-E,
𬹜,〢䒑丨几,NUNQ,,,CJK-E,
𬹝,冖黽,YJmm,,,CJK-E,
𬹞,大,GJmd,,,CJK-E,大{龜下同黽}
𬹟,宀七,OAJm,,,CJK-E,宀七{龜下同黽}
𬹠,貝,MJmb,,,CJK-E,貝{龜下同黽}
𬹡,人一朩,TFFJ,,,CJK-E,人一朩{龜下同黽}
𬹢,,GJmj,,,CJK-E,{專上同車}{龜下同黽}
𬹣,丿未口电,QHLK,,,CJK-E,
𬹤,丷日十电,UJDK,,,CJK-E,
𬹥,目爿片,MXTA,,,CJK-E,目爿片{于下}
𬹦,目爿片卄,MXTS,,,CJK-E,
𬹧,目爿片,MXTA,,,CJK-E,目爿片キ
𬹨,目爿片匕,MXTR,,,CJK-E,
𬹩,木口匕片,FLRT,,,CJK-E,
𬹪,艹幺幺片,SCCT,,,CJK-E,
𬹫,目爿片,MXTA,,,CJK-E,目爿片{于下}
𬹬,目爿片糸,MXTB,,,CJK-E,
𬹭,臼ス工,RBBF,,,CJK-E,臼{鼠下}{ス同又}工
𬹮,臼日木,RBJF,,,CJK-E,臼{鼠下}日木
𬹯,自田丌乂,TJAW,,,CJK-E,
𬹰,自田丌口,TJAL,,,CJK-E,
𬹱,亠了刀二,OVBS,,,CJK-E,
𬹲,亠丷丨田,OUNJ,,,CJK-E,
𬹳,文贝,PTKb,,,CJK-E,文{介下同八}贝
𬹴,人一卩凵,TFXX,,,CJK-E,
𬹵,齒乃木,MVFv,,,CJK-E,
𬹶,齒亠𧘇,MOWy,,,CJK-E,
𬹷,齒宀一,MOFA,,,CJK-E,齒宀一{于下}
𬹸,齒米夕ヰ,MPRA,,,CJK-E,齒米夕キ
𬹹,齒艹巳八,MSXT,,,CJK-E,
𬹺,止人凵牙,NTXH,,,CJK-E,
𬹻,止人凵人,NTXT,,,CJK-E,
𬹼,止人凵,NTXT,,,CJK-E,止人凵{介下同八}
𬹽,止人凵几,NTXQ,,,CJK-E,
𬹾,止人凵二,NTXS,,,CJK-E,
𬹿,止人凵口,NTXL,,,CJK-E,
𬺀,女又止凵,CBNX,,,CJK-E,
𬺁,止人凵至,NTXH,,,CJK-E,
𬺂,止人凵贝,NTXK,,,CJK-E,
𬺃,止人凵己,NTXB,,,CJK-E,
𬺄,止人凵舌,NTXR,,,CJK-E,
𬺅,止人凵丿,NTXQ,,,CJK-E,
𬺆,止人凵月,NTXW,,,CJK-E,
𬺇,亻工凵,ESFX,,,CJK-E,亻{右頭}工凵
𬺈,止人凵口,NTXL,,,CJK-E,
𬺉,止人凵贝,NTXK,,,CJK-E,
𬺊,止人凵禾,NTXR,,,CJK-E,
𬺋,止人凵十,NTXD,,,CJK-E,
𬺌,止人凵且,NTXM,,,CJK-E,
𬺍,止人凵口,NTXL,,,CJK-E,
𬺎,羊工止凵,UFNX,,,CJK-E,
𬺏,止人凵寸,NTXA,,,CJK-E,
𬺐,止人凵,NTXG,,,CJK-E,止人凵{畏下同匚}
𬺑,止人凵月,NTXW,,,CJK-E,
𬺒,一米犬凵,FPSX,,,CJK-E,
𬺓,止人凵龰,NTXN,,,CJK-E,
𬺔,止人凵示,NTXH,,,CJK-E,
𬺕,止人凵隹,NTXW,,,CJK-E,
𬺖,止人凵寸,NTXA,,,CJK-E,
𬺗,立电下,IKAk,,,CJK-E,
𬺘,立电山,IKJs,,,CJK-E,
𬺙,立电亻丶,IKEO,,,CJK-E,
𬺚,立电龶月,IKHW,,,CJK-E,
𬺛,尤丿大,DQGd,,,CJK-E,
𬺜,尤丿木,DQFv,,,CJK-E,
𬺝,士殳丿,HBQQ,,,CJK-E,士{眉上同尸}殳丿
𬺞,冖口电,YLKd,,,CJK-E,
𬺟,合口口见,YLLK,,,CJK-E,
𬺠,一水冊,BFKN,,,CJK-E,{互中同母}一水冊
𬺡,心合冊,GYYN,,,CJK-E,{專上同車}心合冊
𬺰,,Auƒ,,,CJK-F,{于下}
𬺱,十丿,DQph,,,CJK-F,
𬺲,几一,QFij,,,CJK-F,
𬺳,一刀,FBdi,,,CJK-F,
𬺴,乙一一,VFFi,,,CJK-F,
𬺵,二乚一,SXFi,,,CJK-F,
𬺶,丅乚乙,AXVi,,,CJK-F,
𬺷,乙丿,DVQp,,,CJK-F,{丆同石}乙丿
𬺸,一乚丷,FXUh,,,CJK-F,
𬺹,コ二,BSru,,,CJK-F,{コ同又}二
𬺺,口一乚,LFXi,,,CJK-F,
𬺻,乙,DVTi,,,CJK-F,{丆同石}乙{两撇同彡}
𬺼,丁也,ACyn,,,CJK-F,
𬺽,七卄,ASvi,,,CJK-F,
𬺾,口乚一,LXFi,,,CJK-F,
𬺿,十口丶,DLOd,,,CJK-F,
𬻀,一丨丿丿,FNQQ,,,CJK-F,
𬻁,下土,AHvk,,,CJK-F,
𬻂,凵一,TXFi,,,CJK-F,{介下同八}凵一
𬻃,几〢,DQNs,,,CJK-F,{丆同石}几〢
𬻄,丁丁丁,AAAn,,,CJK-F,
𬻅,丁亠八,AOTb,,,CJK-F,
𬻆,乙二丂一,VSSF,,,CJK-F,
𬻇,一口〢,FLNs,,,CJK-F,
𬻈,コ丨コ丨,BNBN,,,CJK-F,{コ同又}丨{コ同又}丨
𬻉,一尸十,FBDh,,,CJK-F,
𬻊,一大下,FGAk,,,CJK-F,
𬻋,一丨丿丶,FNQO,,,CJK-F,
𬻌,十日乀,DJOd,,,CJK-F,
𬻍,一申丿,FKQp,,,CJK-F,
𬻎,七力口,AXLv,,,CJK-F,
𬻏,弓丨上,VNKs,,,CJK-F,
𬻐,一日丁,FJAn,,,CJK-F,
𬻑,冖丶コ丶,YOBO,,,CJK-F,冖丶{コ同又}丶
𬻒,七コ冖乙,ABYV,,,CJK-F,七{コ同又}冖乙
𬻓,尤丿下,DQAk,,,CJK-F,
𬻔,一冂二,FKSQ,,,CJK-F,一冂二{⺮右同竹}
𬻕,一丷囗二,FUNS,,,CJK-F,
𬻖,丁冖巴,AYCa,,,CJK-F,
𬻗,丁冖彐乙,AYXV,,,CJK-F,
𬻘,コ丨丶丶,BNOO,,,CJK-F,{コ同又}丨丶丶
𬻙,扌丿七下,AQAA,,,CJK-F,
𬻚,足丁,NAn,,,CJK-F,
𬻛,不土厶,DHVv,,,CJK-F,
𬻜,一一卌一,FFSF,,,CJK-F,
𬻝,卌一一,QSFF,,,CJK-F,{丿一同竹}卌一一
𬻞,コ,TBJa,,,CJK-F,{卬左同卯}{コ同又}{亞下}
𬻟,一一一丨,FFFN,,,CJK-F,
𬻠,一口口大,FLLG,,,CJK-F,
𬻡,扌立下,AIAk,,,CJK-F,
𬻢,一米⺀十,FPSD,,,CJK-F,一米{两点同二}十
𬻣,丁穴牙,APHy,,,CJK-F,
𬻤,糹工丁,BFAn,,,CJK-F,
𬻥,龶龶コ丨,HHBN,,,CJK-F,龶龶{コ同又}丨
𬻦,一卄十大,FSDG,,,CJK-F,
𬻧,十口冖且,DLYM,,,CJK-F,
𬻨,犭虫下,RKAk,,,CJK-F,
𬻩,木艮下,FVAk,,,CJK-F,
𬻪,二止丿戈,SNQG,,,CJK-F,
𬻫,十口冖一,DLYF,,,CJK-F,
𬻬,尚口上,NLKs,,,CJK-F,
𬻭,壬厶亠卄,EVOS,,,CJK-F,
𬻮,一米夕夕,FPRR,,,CJK-F,
𬻯,壬厶彳王,EVRG,,,CJK-F,
𬻰,下覀早,ADJo,,,CJK-F,
𬻱,冂丨田一,KNJF,,,CJK-F,
𬻲,丩刀乀,XBOd,,,CJK-F,{丩同凵}刀乀
𬻳,口丨丁,LNAn,,,CJK-F,
𬻴,丨彐人又,NXTB,,,CJK-F,丨彐人{マ同又}
𬻵,冖丶彐〢,YOXN,,,CJK-F,
𬻶,氵工口丨,IFLN,,,CJK-F,
𬻷,尸二コ乚,BSBX,,,CJK-F,尸二{コ同又}乚
𬻸,口丨日,LNJT,,,CJK-F,口丨日{两撇同彡}
𬻹,人丨囗心,TNNY,,,CJK-F,
𬻺,丶了,OVld,,,CJK-F,
𬻻,乚丶王,XOGv,,,CJK-F,
𬻼,巳丶巳二,XOXS,,,CJK-F,
𬻽,丶王乙大,OGVG,,,CJK-F,
𬻾,丶王𠂤辶,OGYP,,,CJK-F,
𬻿,丶㇝,OOdd,,,CJK-F,
𬼀,丶丿,OQpd,,,CJK-F,
𬼁,丶乙,OVid,,,CJK-F,
𬼂,乚,Xiƒƒ,,,CJK-F,
𬼃,丿九,QYjp,,,CJK-F,
𬼄,冖乙,YVim,,,CJK-F,
𬼅,乃乃,VVaa,,,CJK-F,
𬼆,乙丶乙丶,VOVO,,,CJK-F,
𬼇,丿七人,QATe,,,CJK-F,
𬼈,千凵,WXcq,,,CJK-F,
𬼉,丿一止,QFNi,,,CJK-F,
𬼊,几丶丶,QQOO,,,CJK-F,{丿一同竹}几丶丶
𬼋,刀二彐丿,BSXQ,,,CJK-F,
𬼌,丿一彐水,QFXK,,,CJK-F,
𬼍,,EAWA,,,CJK-F,{𠂆同斤}キ{⼓同月}キ
𬼎,乃丶夂,VORE,,,CJK-F,乃丶{囟框同向}夂
𬼏,小夕卜,TMRM,,,CJK-F,{乐上同卯}小夕卜
𬼐,丿丨龵丰,QNTD,,,CJK-F,
𬼑,乂竹土寸,WQHA,,,CJK-F,
𬼒,禾丬匕夫,RURG,,,CJK-F,
𬼓,壬龷長,ESHa,,,CJK-F,
𬼔,丿丷口,QUAL,,,CJK-F,丿丷{于下}口
𬼕,丿臣士貝,QSHM,,,CJK-F,
𬼖,匸一,GFif,,,CJK-F,
𬼗,乚,TXia,,,CJK-F,{卬左同卯}乚
𬼘,〣七,NAis,,,CJK-F,
𬼙,七七乚,AAXi,,,CJK-F,
𬼚,匕乚匕,RXRi,,,CJK-F,
𬼛,之乙,OVik,,,CJK-F,
𬼜,冖也,YCym,,,CJK-F,
𬼝,土厶乙,HVVi,,,CJK-F,
𬼞,七丿彐,AQXv,,,CJK-F,
𬼟,口乙,QLVi,,,CJK-F,{丿一同竹}口乙
𬼠,乙乙,QVQV,,,CJK-F,{丿一同竹}乙{丿一同竹}乙
𬼡,丿丷乚,QUAX,,,CJK-F,丿丷{于下}乚
𬼢,乙巳七,VXAi,,,CJK-F,
𬼣,九⺀大,YSGd,,,CJK-F,九{两点同二}大
𬼤,女口乙,CLVi,,,CJK-F,
𬼥,木口乙,FLVi,,,CJK-F,
𬼦,木土乙,FHVi,,,CJK-F,
𬼧,身乚,WXie,,,CJK-F,
𬼨,夕口也,RLCy,,,CJK-F,
𬼩,䒑卄也,USCy,,,CJK-F,
𬼪,厶牛乙,VWQV,,,CJK-F,厶牛{丿一同竹}乙
𬼫,乚⺀乚⺀,XSXS,,,CJK-F,乚{两点同二}乚{两点同二}
𬼬,乙口口口,VLLL,,,CJK-F,
𬼭,亠口了也,OLVC,,,CJK-F,
𬼮,田卄也,JSCy,,,CJK-F,
𬼯,自木乙,TFVi,,,CJK-F,
𬼰,广七也,UTAC,,,CJK-F,广{卬左同卯}七也
𬼱,氵甫乙,IFVi,,,CJK-F,
𬼲,日一龰乙,JFNV,,,CJK-F,
𬼳,麻乙,PVia,,,CJK-F,
𬼴,丿龷亍,VQSA,,,CJK-F,{纟上同纟}丿龷亍
𬼵,乚大口口,XGLL,,,CJK-F,
𬼶,了一,VFil,,,CJK-F,
𬼷,了丶,VOdl,,,CJK-F,
𬼸,丷乙,UVih,,,CJK-F,
𬼹,了灬,VUhl,,,CJK-F,
𬼺,丷コ冖丿,UBYQ,,,CJK-F,丷{コ同又}冖丿
𬼻,予一耂日,CFHJ,,,CJK-F,
𬼼,予夫夫貝,CGGM,,,CJK-F,
𬼽,一丅,FAki,,,CJK-F,
𬼾,二厶二〢,SVSN,,,CJK-F,
𬼿,一口一,FWLF,,,CJK-F,一{⼓同月}口一
𬽀,弓二厶,VTSV,,,CJK-F,弓{介下同八}二厶
𬽁,二厶止匕,SVNR,,,CJK-F,
𬽂,广亻寸厶,UEAV,,,CJK-F,
𬽃,亠乙乙乚,OVVX,,,CJK-F,
𬽄,亠火,OUv,,,CJK-F,
𬽅,亠卜口,OMLv,,,CJK-F,
𬽆,亠夕二,ORSr,,,CJK-F,
𬽇,亠夕匕,ORRi,,,CJK-F,
𬽈,亠且,OMq,,,CJK-F,
𬽉,亠日了,OJVl,,,CJK-F,
𬽊,亠日子,OJBi,,,CJK-F,
𬽋,亠山人人,OJTT,,,CJK-F,
𬽌,亠卄木,OSFv,,,CJK-F,
𬽍,亠十十山,ODDJ,,,CJK-F,
𬽎,戈,PGgg,,,CJK-F,{高上同高}戈
𬽏,亠冂大𧘇,OKGW,,,CJK-F,
𬽐,亠口口亡,OLLU,,,CJK-F,
𬽑,亠臼人,ORTe,,,CJK-F,
𬽒,亠刀了二,OBVS,,,CJK-F,
𬽓,丁也,PACy,,,CJK-F,{高上同高}丁也
𬽔,亠日矢大,OJQG,,,CJK-F,
𬽕,亠罒亻二,OMES,,,CJK-F,
𬽖,亠巾來,OMDl,,,CJK-F,
𬽗,丁巴,PACa,,,CJK-F,{高上同高}丁巴
𬽘,亠凵儿口,OXQL,,,CJK-F,
𬽙,亠口小甫,OLMF,,,CJK-F,
𬽚,亠月月彡,OWWT,,,CJK-F,
𬽛,丁电丶,PAKO,,,CJK-F,{高上同高}丁电丶
𬽜,亠糹隹,OBWi,,,CJK-F,
𬽝,亠目目彡,OMMT,,,CJK-F,
𬽞,丁斤辶,PAEP,,,CJK-F,{高上同高}丁斤辶
𬽟,亠八乂貝,OTWM,,,CJK-F,
𬽠,亠言糹又,OUBB,,,CJK-F,
𬽡,乙丶乙丶,VOVO,,,CJK-F,
𬽢,亻乙,EVi,,,CJK-F,
𬽣,亻亍,EAh,,,CJK-F,
𬽤,人,ATe,,,CJK-F,キ人
𬽥,亻下,EAk,,,CJK-F,
𬽦,亻九丶,EYOd,,,CJK-F,
𬽧,亻冖丶,EYOd,,,CJK-F,
𬽨,亻人丨,ETNs,,,CJK-F,
𬽩,亻匕,ESRi,,,CJK-F,亻{右頭}匕
𬽪,亻日,EJv,,,CJK-F,
𬽫,亻⺀十,ESDh,,,CJK-F,亻{两点同二}十
𬽬,亻户,EOh,,,CJK-F,
𬽭,亻乙大,EVGd,,,CJK-F,
𬽮,亻一一巾,EFFM,,,CJK-F,
𬽯,亻匚口,EGLv,,,CJK-F,
𬽰,亻干刂,EHMd,,,CJK-F,
𬽱,亻口丂,ELSk,,,CJK-F,
𬽲,亻也,EQCy,,,CJK-F,亻{丿一同竹}也
𬽳,亻几巾,EQMj,,,CJK-F,
𬽴,亻千又,EWBu,,,CJK-F,
𬽵,亻亻寸,EEAc,,,CJK-F,
𬽶,亻宀几,EOQj,,,CJK-F,
𬽷,亻广厶,EUVv,,,CJK-F,
𬽸,亻宀卜,EOMo,,,CJK-F,
𬽹,亻口又,ELBu,,,CJK-F,
𬽺,亻夂刀,EEBd,,,CJK-F,
𬽻,亻厂火,ESUv,,,CJK-F,
𬽼,亻木丶一,EFOF,,,CJK-F,
𬽽,人冂一口,TKFL,,,CJK-F,
𬽾,亻人止,ETNi,,,CJK-F,
𬽿,亻人小丶,ETMO,,,CJK-F,
𬾀,亻人人人,ETTT,,,CJK-F,
𬾁,亻亠厶儿,EOVQ,,,CJK-F,
𬾂,人丶又下,TOBA,,,CJK-F,人丶{マ同又}下
𬾃,亻亡大,EUGd,,,CJK-F,
𬾄,亻厶文,EVPe,,,CJK-F,
𬾅,亻古儿,EDQr,,,CJK-F,
𬾆,亻土厶力,EHVX,,,CJK-F,
𬾇,人一冂人,TFKT,,,CJK-F,
𬾈,亻牙阝,EHCf,,,CJK-F,
𬾉,亻走,EDk,,,CJK-F,
𬾊,人一日刂,TFJM,,,CJK-F,
𬾋,亻口力刂,ELXM,,,CJK-F,
𬾌,亻山匕匕,EJRR,,,CJK-F,
𬾍,人止也,TNCy,,,CJK-F,
𬾎,亻山月,EJWv,,,CJK-F,
𬾏,亻龵阝,ETCf,,,CJK-F,
𬾐,亻白儿,EEQr,,,CJK-F,
𬾑,亻巾刂,EQMM,,,CJK-F,亻{丿一同竹}巾刂
𬾒,亻禾几,ERQj,,,CJK-F,
𬾓,亻丿虫,EQKv,,,CJK-F,
𬾔,亻宀夭,EOEo,,,CJK-F,
𬾕,人言,TUae,,,CJK-F,
𬾖,亻广ッ一,EUIF,,,CJK-F,亻广{三點同氵}一
𬾗,亻亠矢,EOQi,,,CJK-F,
